AGENT_TYPE,PREFERRED NAME,PREFERRED 1,PREFERRED 2,PREFERRED 3,PREFERRED 4,PREFERRED 5,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
organization,Richard Hoger,,,,,,Willowbrook Wildlife Haven,Willowbrook Wildlife Haven,"Richard Hoger, Willowbrook Wildlife Haven"
person,Richard Hoger,,,,,,Richard Hoger,Richard Hoger,Richard Hoger - Willowbrook Wildlife Haven
person,Richard Hoger,,,,,,Richard Hoger,Richard Hoger,Richard Hoger - Willow Brook Wildlife Haven
person,Richard L. Hoffman,,,,,,Richard L. Hoffman,Richard L. Hoffman,Richard L. Hoffman
person,Richard L. Hoffman,,,,,,R. L. Hoffman,R L Hoffman,R L Hoffman
person,Richard Loech,,,,,,Richard Loech,Richard Loech,Richard Loech
person,Richard Loecke,,,,,,Richard Loecke,Richard Loecke,Richard Loecke
person,Richard M. Perez,,,,,,Richard M. Perez,Richard M. Perez,Richard M. Perez
person,Richard Martin,,,,,,Richard Martin,Richard Martin,Richard Martin
person,Richard Rock,,,,,,Richard Rock,Richard Rock,AMBIGUOUS
person,Richard Rock,,,,,,Richard Rock,Richard Rock,"Richard Rock, 2013"
person,Richard Russell,,,,,,Richard Russell,Richard Russell,Richard Russell
person,Richard S. Barnes,,,,,,Richard S. Barnes,Richard S. Barnes,AMBIGUOUS
person,Richard S. Barnes,,,,,,Richard S. Barnes,Richard S. Barnes,Richard S. Barnes
person,Richard S. Barnes,,,,,,Richard S. Barnes,Richard S. Barnes,"Richard S. Barnes, Bookseller"
organization,Richardson Silk Company,,,,,,Richardson Silk Company,Richardson Silk Co.,Richardson Silk Co.
person,Richard Suter,,,,,,Richard Suter,Richard Suter,Richard Suter
person,Rico Lins,,,,,,Rico Lins,Rico Lins,Rico Lins
person,Rietje Marie Angkuw,,,,,,M. Angkuw,M. Angkuw,AMBIGUOUS
person,Rietje Marie Angkuw,,,,,,Marie Angkuw,Marie Angkuw,AMBIGUOUS
person,Rietje Marie Angkuw,,,,,,R. Angkuw,R. Angkuw,AMBIGUOUS
person,Rietje Marie Angkuw,,,,,,R. M. Angkuw,R.M. Angkuw,AMBIGUOUS
person,Rietje Marie Angkuw,,,,,,R. Angkuw,R. Angkuw,L. Miller; R. Angkuw
person,Rietje Marie Angkuw,,,,,,M. Angkuw,M. Angkuw,M. Angkuw
person,Rietje Marie Angkuw,,,,,,Maria Angkuw,Maria Angkuw,"Maria Angkuw, 2010"
person,Rietje Marie Angkuw,,,,,,Marie Angkuw,Marie Angkuw,"Marie Angkuw, 2010"
person,Rietje Marie Angkuw,,,,,,R. Angkuw,R. Angkuw,R. Angkuw
person,Rietje Marie Angkuw,,,,,,R. Angkuw,R. Angkuw,"R. Angkuw, 2010"
person,Rietje Marie Angkuw,,,,,,R. Angkuw,R. Angkuw,"R. Angkuw, 6/6/2010"
person,Rietje Marie Angkuw,,,,,,R. Angkuw,R. Angkuw,"R. Angkuw, June 2010"
person,Rietje Marie Angkuw,,,,,,R. M. Angkuw,R.M. Angkuw,"R.M. Angkuw, 2010"
person,Rietje Marie Angkuw,,,,,,R. M. Angkuw,R.M. Angkuw,"R.M. Angkuw, 3/28/2010"
person,Rietje Marie Angkuw,,,,,,R. Marie Angkuw,R. Marie Angkuw,R. Marie Angkuw
person,Riley O. Johnson,,,,,,Riley O. Johnson,Riley O. Johnson,Riley O. Johnson
person,River Meschi,,,,,,River Meschi,River Meschi,River Meschi
person,Robb Anderson,,,,,,Ralph Arnold,Ralph Arnold,Robb. Anderson & Ralph Arnold
person,Robb Anderson,,,,,,Robb. Anderson,Robb. Anderson,Robb. Anderson & Ralph Arnold
person,Robert Bateman,,,,,,Robert Bateman,Robert Bateman,Robert Bateman
person,Robert Brower,,,,,,R. Brower,R. Brower,AMBIGUOUS
person,Robert Brower,,,,,,Robert Brower,Robert Brower,AMBIGUOUS
person,Robert Brower,,,,,,Robert Brower,Robert Brower,C.D. Brower found by Robert Brower
person,Robert Brower,,,,,,R. Brower,R. Brower,R. Brower
person,Robert Brower,,,,,,R. Brower,R. Brower,R. Brower for C D Brower
person,Robert Brower,,,,,,R. Brower,R. Brower,R. Brower for Chas. D. Brower
person,Robert Brower,,,,,,Rob. Brower,Rob. Brower,Rob. Brower
person,Robert Brower,,,,,,Robert Brower,Robert Brower,Robert Brower
person,Robert Brower,,,,,,Robert Brower,Robert Brower,Robert Brower; Chas. D. Brower
person,Robert Brower,,,,,,Robert Brower,Robert Brower,Robert Brower for C.D. Brower
person,Robert Brower,,,,,,Robert Brower,Robt. Brower,Robt. Brower
person,Robert Brower,,,,,,Robert Brower,Robert Brower,Robt. Brower for C.D. Brower
person,Robert Brower,,,,,,Robert Brower,Robert Brower,Robt. Brower for Chas. D. Brower
person,Robert Burton,,,,,,Robert Burton,Robert Burton,Robert Burton
person,Robert C. Heyder,,,,,,Robert C. Heyder,Robert C. Heyder,AMBIGUOUS
person,Robert C. Heyder,,,,,,Robert C. Heyder,Robert C. Heyder,Robert C. Heyder
person,Robert C. Heyder,,,,,,Robert C. Heyder,Robert C. Heyder,"Robert C. Heyder, Zion National Park"
organization,Robert C. Heyder,,,,,,Zion National Park,Zion National Park,"Robert C. Heyder, Zion National Park"
person,Robert C. Heyder,,,,,,Robert C. Heyder,Robert C. Heyder,Robert C. Heyder - Zion National Park
person,Robert C. Schroder,,,,,,R. C. Schroder,R.C. Schroder,R.C. Schroder
person,Robert C. Schroder,,,,,,R. C. Schroder,R C Schroder,R C Schroder
person,Robert C. Schroder,,,,,,Robert C. Schroder,Robert C. Schroder,Robert C. Schroder
person,Robert C. Taylor,,,,,,Robert C. Taylor,Robert C Taylor,Robert C Taylor
person,Robert Coombs,,,,,,Robert Coombs,Robert Coombs,Robert Coombs
person,Robert Dicken,,,,,,Robert Dicken,Robert Dicken,Robert Dicken
person,Robert Dickinson,,,,,,Robert Dickinson,Robert Dickinson,Robert Dickinson
person,Robert Domrow,,,,,,Mr. Robert Domrow,Mr. Robert Domrow,Mr. Robert Domrow
person,Robert E. Gregg,,,,,,Robert E. Gregg,Robert E. Gregg,Robert E. Gregg
person,Robert E. Little,,,,,,Robert E. Little,Robert E. Little,Robert E. Little
person,Robert Elimin,,,,,,Robert Elimin,Robert Elimin,Robert Elimin
organization,Robert F. Koontz,,,,,,Custer Park School,Custer Park School,"R.F. Koontz, students of Custer Park School"
person,Robert F. Koontz,,,,,,R. F. Koontz,R.F. Koontz,"R.F. Koontz, students of Custer Park School"
person,Robert F. Koontz,,,,,,Robert F. Koontz,Robert F. Koontz,Robert F. Koontz
person,Robert Fienning,,,,,,R. Fienning,R Fienning,R Fienning
person,Robert Fienning,,,,,,Robert Fienning,Robert Fienning,Robert Fienning
person,Robert Forsyth,,,,,,Robert Forsyth,Robert Forsyth,Robert Forsyth
person,Robert Frayer,,,,,,Robert Frayer,Robert Frayer,AMBIGUOUS
person,Robert Frayer,,,,,,Robert Frayer,Robert Frayer,Robert Frayer
person,Robert Frayer,,,,,,Robert Frayer,Robert Frayer may be collector,Robert Frayer may be collector
person,Robert Frayer,,,,,,Robert Frayer,Robert Frayer,Robert Frayer may be collector; label does not specify
person,Robert Frayer,,,,,,Robert Frayer,Robert Frayer may be collector- label does not specify,Robert Frayer may be collector- label does not specify
person,Robert Frazer,,,,,,Robert Frazer,Robert Frazer,Robert Frazer
person,Robert G. Clark,,,,,,Mr. Robert G. Clark,Mr. Robert G. Clark,Mr. Robert G. Clark
person,Robert G. Dunlap,,,,,,Bob Dunlap,Bob Dunlap,Bob Dunlap
person,Robert G. Dunlap,,,,,,R. G. Dunlap,R G Dunlap,R G Dunlap
person,Robert G. Dunlap,,,,,,Robert Dunlap,Robert Dunlap,Robert Dunlap
person,Robert G. Dunlap,,,,,,Robert G. Dunlap,Robert G. Dunlap,Robert G. Dunlap
person,Robert G. Schroder,,,,,,R. G. Schroder,R.G. Schroder,R.G. Schroder
person,Robert G. Schroder,,,,,,Robert G. Schroder,Robert G. Schroder,Robert G. Schroder
person,Robert Garnett,,,,,,Robert Garnett,Robert Garnett,Robert Garnett
person,Robert Garnett,,,,,,Robert Garnett,Robt. Garnett,Robt. Garnett
person,Robert G Shroder,,,,,,Robert G Shroder,Robt. G. Schroder,Robt. G. Schroder
person,Robert H. Weber,,,,,,R. H. Weber,R.H. Weber,R.H. Weber
person,Robert H. Weber,,,,,,R. H. Weber,R H Weber,R H Weber
person,Robert H. Weber,,,,,,Robert H. Weber,Robert H. Weber,Robert H. Weber
person,Robert Hoefer,,,,,,Robert Hoefer,Robert Hoefer,Robert Hoefer
person,Robert Kennicott,,,,,,Robert Kennicott,Robert Kennicott,AMBIGUOUS
person,Robert Kennicott,,,,,,Dr. Robt. Kennicot,Dr. Robt. Kennicot,Dr. Robt. Kennicot
organization,Robert Kennicott,,,,,,Northwestern University,Northwest University,R. Kennicott/Northwestern University Collection
person,Robert Kennicott,,,,,,Robert Kennicott,Rob't Kennicott,Rob&#39;t Kennicott
person,Robert Kennicott,,,,,,Robert Kennicott,Robert Kennicott,Robert Kennicott
organization,Robert Kennicott,,,,,,Northwestern University,Northwest University,Robert Kennicott/Northwestern University
person,Robert Kennicott,,,,,,Robert Kennicott,Robert Kennicott,Robert Kennicott/Northwestern University
person,Robert Kennicott,,,,,,Robert Kennicot,Robt. Kennicot,Robt. Kennicot
person,Robert Kennicott,,,,,,Robert Kennicott,Robt. Kennicott,Robt. Kennicott
person,Robert L. Armistead,,,,,,Robert L. Armistead,Robert L. Armistead,Robert L. Armistead
person,Robert Lange,,,,,,Robert Lange,Robert Lange,Robert Lange
person,Robert Little,,,,,,Robert Little,Robert Little,Robert Little
person,Robert M. Heinish,,,,,,R. Heinish,R. Heinish,R. Heinish
person,Robert M. Heinish,,,,,,Robert Heinish,Robert Heinish,Robert Heinish
person,Robert M. Heinish,,,,,,Robert M. Heinish,Robert M. Heinish,Robert M. Heinish
person,Robert McKeighan,,,,,,R. McKeigham,R. McKeigham,R. McKeigham
person,Robert McKeighan,,,,,,R. McKeighan,R. McKeighan,R. McKeighan
person,Robert McKeighan,,,,,,R. McKiegham,R. McKiegham,R. McKiegham
person,Robert McKeighan,,,,,,R. McKieghan,R. McKieghan,R. McKieghan
person,Robert McKeighan,,,,,,R. McKeighan,R McKeighan,R McKeighan
person,Robert McKeighan,,,,,,Robert McKeighan,Rob't McKeighan,Rob&#39;t. McKeighan
person,Robert McKeighan,,,,,,Robert McKeighan,Rob't McKeighan,Rob&#39;t McKeighan
person,Robert McKeighan,,,,,,Robert McKeigham,Robert McKeigham,Robert McKeigham
person,Robert McKeighan,,,,,,Robert McKeighan,Robert McKeighan,Robert McKeighan
person,Robert McKeighan,,,,,,Robert McKirghan,Robert McKirghan,Robert McKirghan
person,Robert McKeighan,,,,,,Robert McKeighan,Robt. McKeighan,Robt. McKeighan
person,Robert McKeighan,,,,,,Rolit. McKeighan,Rolit. McKeighan,Rolit. McKeighan
organization,Robert Morris School,,,,,,Robert Morris School,Robert Morris School,Robert Morris School
person,Robert Morton,,,,,,R. Morton,R. Morton,AMBIGUOUS
person,Robert Morton,,,,,,R. . Morton,R.. Morton,"R.. Morton, 10/29/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 4/23/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 4/30/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 4/4/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 4/9/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 5/14/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 5/21/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 5/28/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 5/7/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 5/9/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 6/25/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 6/4/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 7/18/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 7/2/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 7/23/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 7/30/014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 7/8/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,"R. Morton, 9/5/2014"
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 1/14/2015
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 1/21/2015
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 1/7/2015
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 10/1/2014
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 10/17/2014
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 10/29/2014
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 11/12/2014
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 11/26/2014
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 11/5/2014
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 2/27/2015
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 3/4/2015
person,Robert Morton,,,,,,R. Morton,R. Morton,R. Morton 4/16/2014
person,Robert Morton,,,,,,Robert Bob Morton,Robert Bob Morton,Robert Bob Morton
person,Robert Morton,,,,,,Robert Morton,Robert Morton,Robert Morton
person,Robert Mueller,,,,,,Robert Mueller,Robert Mueller,Robert Mueller
person,Roberto Banilla,,,,,,Roberto Banilla,Roberto Banilla,Roberto Banilla staff
person,Robert P. Clark,,,,,,Mr. Robert P. Clark,Mr. Robert P. Clark,Mr. Robert P. Clark
person,Robert P. Oehmig,,,,,,Robert P. Oehmig,Robert P. Oehmig,Robert P. Oehmig
person,Robert R. Dickson,,,,,,Robert Dickson,Robert Dickson,Robert Dickson
person,Robert R. Dickson,,,,,,Robert Dickson R. Dickson,Robert Dickson R. Dickson,Robert Dickson R. Dickson
person,Robert R. Frayer,,,,,,Robert Frayer R. Frayer,Robert Frayer R. Frayer,Robert Frayer R. Frayer
person,Robert Reilly,,,,,,Robert Reilly,Robert Reilly,Robert Reilly
person,Robert Ridgway,,,,,,Robert Ridgeway,Robert Ridgeway,C. King ?; Robert Ridgeway
person,Robert Ridgway,,,,,,Robert Ridgway,Robert Ridgway,Robert Ridgway
person,Robert S. Sturgis,,,,,,R. S. Sturgis,R.S. Sturgis,R.S. Sturgis
person,Robert S. Sturgis,,,,,,Robert S. Sturgis,Robert S. Sturgis,Robert S. Sturgis
person,Robert S. Sturgis,,,,,,R. S. Sturgis,R S Sturgis,R S Sturgis
person,Robert S. Ziehn,,,,,,Dr. R. S. Ziehn,Dr. R.S. Ziehn,Dr. R.S. Ziehn
person,Robert S. Ziehn,,,,,,Dr. Robert S. Ziehn,Dr. Robert S. Ziehn,Dr. Robert S. Ziehn
person,Robert S. Ziehn,,,,,,Dr. R. S. Ziehn,Dr R.S. Ziehn,Dr R.S. Ziehn
person,Robert S. Ziehn,,,,,,R. S. Ziehn M. D.,R S Ziehn MD,R S Ziehn MD
person,Robert Smart,,,,,,Bob Smart,Bob Smart,Bob Smart
person,Robert Smart,,,,,,Robert Smart,Robert Smart,Robert Smart
person,Robert Smart,,,,,,R. Smart,R Smart,R Smart
person,Robert Spurgeon,,,,,,Mr. Robert Spurgeon,Mr. Robert Spurgeon,Mr. Robert Spurgeon
person,Robert Trayer,,,,,,Robert Trayer,Robert Trayer,Robert Trayer
person,Robert Vobornik,,,,,,Robert Vobornik,Robert Vobornik,Robert Vobornik
person,Robert W. Purdy,,,,,,R. W. Purdy,R.W. Purdy,AMBIGUOUS
person,Robert W. Purdy,,,,,,R. W. Purdy,R.W. Purdy,F.M. Woodruff; R.W. Purdy
person,Robert W. Purdy,,,,,,R. W. Purdy,R.W. Purdy,R.W. Purdy
person,Robert W. Purdy,,,,,,Robert Purdy,Robert Purdy,Robert Purdy
person,Robert W. Purdy,,,,,,Robert W. Purdy,Robert W. Purdy,Robert W. Purdy
person,Robert Winkler,,,,,,R. Winkler,R. Winkler,R. Winkler
person,Robert Winkler,,,,,,Robert Winkler,Robert Winkler,Robert Winkler
person,Robert Wright,,,,,,Bob Wright,Bob Wright,Bob Wright
person,Robin Delapena,,,,,,Robin DeLapena,Robin DeLapena,Robin DeLapena
person,Robin Delapena,,,,,,Robin Delapena,Robin Delapena,"Robin Delapena, volunteer"
organization,Robinson Brothers,,,,,,Robinson Brothers,The Robinson Bros.,The Robinson Bros. & Co.
person,Rob Plotke,,,,,,Rob Plotke,Rob Plotke,Rob Plotke
person,Rocco Corbino,,,,,,Rocco Corbino,Rocco Corbino,Rocco Corbino
person,Rod Arbogast,,,,,,Rod Arbogast,Rod Arbogast,Rod Arbogast
person,Roger C. Conant,,,,,,R. Conant,R. Conant,AMBIGUOUS
person,Roger C. Conant,,,,,,R. Conant,R. Conant,R. Conant
person,Roger C. Conant,,,,,,R. C. Conant,R C Conant,R C Conant
person,Roger C. Conant,,,,,,Roger Conant,Roger Conant,Roger Conant
person,Roger Dahlgren,,,,,,Roger Dahlgren,Roger Dahlgren,Roger Dahlgren
person,Roger K. Pabian,,,,,,Roger K. Pabian,Roger K. Pabian,AMBIGUOUS
person,Roger K. Pabian,,,,,,Roger K. Pabian,Roger K. Pabian,Roger K. Pabian
person,Roger K. Pabian,,,,,,Roger K. Pabian,Roger K. Pabian,"Roger K. Pabian, University of Nebraska"
organization,Roger K. Pabian,,,,,,University of Nebraska,University of Nebraska,"Roger K. Pabian, University of Nebraska"
person,Roger K. Pabian,,,,,,Roger K. Pabian,Roger K. Pabian,Roger K. Pabian - The University of Nebraska Conservation & Survey Division
organization,Roger K. Pabian,,,,,,The University of Nebraska Conservation & Survey Division,The University of Nebraska Conservation & Survey Division,Roger K. Pabian - The University of Nebraska Conservation & Survey Division
person,Roger S. G. Boutell,,,,,,R. S. G. Boutell,R.S.G. Boutell,R.S.G. Boutell
person,Roger S. G. Boutell,,,,,,Roger S. G. Boutell,Roger S.G. Boutell,Roger S.G. Boutell
person,Roger S. Gloyd,,,,,,R. Gloyd,R. Gloyd,R. Gloyd
person,Roger S. Gloyd,,,,,,Roger S. Gloyd,Roger S. Gloyd,Roger S. Gloyd
person,Roger Tory Peterson,,,,,,Roger Tory Peterson,Roger Tory Peterson,Roger Tory Peterson
person,Roland Wenk,,,,,,Roland Wenk,Roland Wenk,Roland Wenk
person,Roland Wenk,,,,,,R. Wenk,R Wenk,R Wenk
person,Rollin A. Smith,,,,,,Rollin A. Smith,Rollin A. Smith,Rollin A. Smith
person,Rollin H. Jenkins,,,,,,Rollin H. Jenkins,Rollin H. Jenkins,Rollin H. Jenkins
person,Rollin N. Larrabee,,,,,,Rollin N. Larrabee,Rollin N. Larrabee,Rollin N. Larrabee
person,Ronald Patton,,,,,,Ronald Patton,Ronald Patton,Ronald Patton
person,Ronald R. Switzer,,,,,,Ronald R. Switzer,Ronald R. Switzer,AMBIGUOUS
person,Ronald R. Switzer,,,,,,Ronald R. Switzer,Ronald R. Switzer,Ronald R. Switzer
organization,Ronald R. Switzer,,,,,,Mesa Verde National Park,Mesa Verde National Park,"Ronald R. Switzer, Mesa Verde National Park"
person,Ronald R. Switzer,,,,,,Ronald R. Switzer,Ronald R. Switzer,"Ronald R. Switzer, Mesa Verde National Park"
person,Ron H. Leuschner,,,,,,R. H. Leuchner,R.H. Leuchner,R.H. Leuchner
person,Ron H. Leuschner,,,,,,R. H. Leuschner,R.H. Leuschner,R.H. Leuschner
person,Ron H. Leuschner,,,,,,R. H. Leuschner,R. H. Leuschner,R. H. Leuschner
person,Ron H. Leuschner,,,,,,R. Leuschner,R. Leuschner,R. Leuschner
person,Ron H. Leuschner,,,,,,Ron Leuschner,Ron Leuschner,Ron Leuschner
person,Ron Humbert,,,,,,Ron Humbert,Ron Humbert,Ron Humbert
person,Ron J. Leuschner,,,,,,Ron J. Leuschner,Ron J. Leuschner,Ron J. Leuschner
person,Ron Panzer,,,,,,R. Panzer,R. Panzer,R. Panzer
person,Ron Panzer,,,,,,R. Panzer Ron Panzer,R.Panzer Ron Panzer,R.Panzer Ron Panzer
person,Ron Panzer,,,,,,R. Panzer Ron Panzer,R. Panzer Ron Panzer,R. Panzer Ron Panzer
person,Ron Panzer,,,,,,Ron Panzer,Ron Panzer,Ron Panzer
person,Ron Parker,,,,,,Ron Parker,Ron Parker,Ron Parker
person,Ron Vasile,,,,,,R. Vasile,R. Vasile,R. Vasile
person,Ron Vasile,,,,,,Ron Vasile,Ron Vasile,Ron Vasile
person,Rosalie Edge,,,,,,Mrs. Rosalie Edge,Mrs. Rosalie Edge,Mrs. Rosalie Edge
person,Roscoe I. Giles,,,,,,Roscoe I. Giles,Roscoe I. Giles,Roscoe I. Giles
person,Rosco Stiman,,,,,,Mr. Rosco Stiman,Mr. Rosco Stiman,Mr. Rosco Stiman
person,Rosemary Tengler,,,,,,Rosemary Tengler,Rosemary Tengler,Rosemary Tengler
person,Ross Allen,,,,,,Ross Allen,Ross Allen,AMBIGUOUS
person,Ross Allen,,,,,,Ross Allen,Ross Allen,Ross Allen
organization,"Row, Peterson and Company",,,,,,"Row, Peterson and Company",Row-Peterson Textfilms,Row-Peterson Textfilms
organization,Royal Geographical Society,,,,,,Royal Geographical Society,The Royal Geographical Society,The Royal Geographical Society
organization,Royal Irish Academy,,,,,,Royal Irish Academy,The Royal Irish Academy,The Royal Irish Academy
organization,Royal Lombard Institution of Sciences,,,,,,Royal Lombard Institution of Sciences,"The Royal Institute, Lombarde de Sciences","The Royal Institute, Lombarde de Sciences"
organization,Royal Ontario Museum of Zoology,,,,,,Royal Ontario Museum of Zoology,Royal Ontario Museum of Zoology,Royal Ontario Museum of Zoology
organization,Royal Pearl Button Company,,,,,,Royal Pearl Button Company,Royal Peal Button Co.,Royal Peal Button Co.
organization,Royal Pearl Button Company,,,,,,Royal Pearl Button Company,Royal Pearl Button Co.,Royal Pearl Button Co.
organization,Royal Society,,,,,,Royal Society,The Royal Society,The Royal Society
person,Roy Komarek,,,,,,Roy Komarek,Roy Komarek et al,Roy Komarek et al
person,Roy Komarek,,,,,,Roy Romararck,Roy Romararck,Roy Romararck
person,Roy Labanoff,,,,,,Roy Labanoff,Roy Labanoff,Roy Labanoff
person,Roy M. Moffatt,,,,,,Roy M. Moffatt,Roy M. Moffatt,Roy M. Moffatt
person,Roy Terry,,,,,,Roy Terry,Roy Terry,Roy Terry
person,Roy Tressler,,,,,,Roy Tressler,Roy Tressler,Roy Tressler
person,Roy V. Komarek,,,,,,R. V. Komarek,R.V. Komarek,AMBIGUOUS
person,Roy V. Komarek,,,,,,Roy V. Komarek,Roy V. Komarek,AMBIGUOUS
person,Roy V. Komarek,,,,,,R. V. Komarek,R V Komarek,AMBIGUOUS
organization,Roy V. Komarek,,,,,,Sahara Coal Co. ,Sahara Coal Co.,AMBIGUOUS
person,Roy V. Komarek,,,,,,Seth Harper 1,Seth Harper 1,AMBIGUOUS
organization,Roy V. Komarek,,,,,,Smithsonian,Smithsonian,AMBIGUOUS
organization,Roy V. Komarek,,,,,,St. Mary of the Lake Seminary,St. Mary of the Lake Seminary,AMBIGUOUS
organization,Roy V. Komarek,,,,,,Talcott Stone Co. ,Talcott Stone Co.,AMBIGUOUS
organization,Roy V. Komarek,,,,,,The Chicago Academy of Sciences,The Chicago Academy of Sciences,AMBIGUOUS
group,Roy V. Komarek,,,,,,U. of C. Ecology Class,U of C Ecology Class,AMBIGUOUS
organization,Roy V. Komarek,,,,,,U. S. Fish Commission,U.S. Fish Commission,AMBIGUOUS
organization,Roy V. Komarek,,,,,,U. S. National Museum,US National Museum,AMBIGUOUS
organization,Roy V. Komarek,,,,,,United States Steel Corp. ,United States Steel Corp.,AMBIGUOUS
person,Roy V. Komarek,,,,,,R.V. Komarek,probably R.V. Komarek see T. Wright in green bird book,probably R.V. Komarek see T. Wright in green bird book
person,Roy V. Komarek,,,,,,R. V. Komarek,R.V. Komarek,R.V. Komarek
person,Roy V. Komarek,,,,,,R. V. Komarek,R. V. Komarek,R. V. Komarek
person,Roy V. Komarek,,,,,,R. V. Komerek,R.V. Komerek,R.V. Komerek
person,Roy V. Komarek,,,,,,Roy Komarek,Roy Komarek,Roy Komarek
person,Roy V. Komarek,,,,,,Roy Komerak,Roy Komerak,Roy Komerak
person,Roy V. Komarek,,,,,,Roy V. Komarek,Roy V. Komarek,Roy V. Komarek
person,Roy V. Komarek,,,,,,R. V. Komarek,R V Komarek,R V Komarek
person,Roy V. Komarek,,,,,,R.V. Komarek,Skin by R.V. Komarek,Skin by R.V. Komarek
person,Rsereno N. Ayres,,,,,,Rsereno N. Ayres,Rsereno N. Ayres,Rsereno N. Ayres
person,R Tischler,,,,,,Reverend R Tischler,Rev R Tischler,Rev R Tischler
person,Ruane Manning,,,,,,Ruane Manning,Ruane Manning,Ruane Manning
person,Ruben Fontana,,,,,,Ruben Fontana,Ruben Fontana,Ruben Fontana
person,Rudolf Fuentes,,,,,,Rudolf Fuentes,Rudolf Fuentes,Rudolf Fuentes
person,Rudolph Borchard,,,,,,Rudolph Borchard,Rudolph Borchard,Rudolph Borchard
person,Rudolph Haman,,,,,,Rudolph Haman,Rudolph Haman,Rudolph Haman
person,Rufus Blanchard,,,,,,Rufus Blanchard,Rufus Blanchard,Rufus Blanchard
person,Rufus Blanchard,,,,,,via Rufus Blanchard,via Rufus Blanchard,via Rufus Blanchard
person,Rufus Williams,,,,,,Rufus Williams,Rufus Williams,Rufus Williams
organization,Running Press Video Group,,,,,,Running Press Video Group,Running Press Video Group,Running Press Video Group
person,Russell F. Steel Sr.,,,,,,"Russell F. Steel, Sr","Russell F. Steel, Sr","Russell F. Steel, Sr"
person,Russell F. Steel Sr.,,,,,,"Russell F. Steel, Sr. ","Russell F. Steel, Sr.","Russell F. Steel, Sr."
person,Russell Frank Steel Jr.,,,,,,R. F. Steel,R.F. Steel,R.F. Steel
person,Russell Frank Steel Jr.,,,,,,R. F. Steel Jr.,R.F. Steel Jr,"R.F. Steel, Jr."
person,Russell Frank Steel Jr.,,,,,,R. F. Steel Jr.,R. F. Steel Jr,"R. F. Steel, Jr."
person,Russell Frank Steel Jr.,,,,,,R. F. Steele Jr.,R.F. Steele Jr,"R.F. Steele, Jr."
person,Russell Frank Steel Jr.,,,,,,R. F. Steel Jr. ,R.F. Steel Jr.,R.F. Steel Jr.
person,Russell Frank Steel Jr.,,,,,,R. Steel,R. Steel,R. Steel
person,Russell Frank Steel Jr.,,,,,,"R. F. Steel, Jr.","R F Steel, Jr","R F Steel, Jr"
person,Russell Frank Steel Jr.,,,,,,R. F. Steel Jr.,R F Steel Jr,"R F Steel, Jr."
person,Russell Frank Steel Jr.,,,,,,"R. F. Steele, Jr.","R F Steele, Jr","R F Steele, Jr"
person,Russell Frank Steel Jr.,,,,,,"R. Steel, Jr.","R Steel, Jr","R Steel, Jr"
person,Russell Frank Steel Jr.,,,,,,R. Steel Jr.,R Steel Jr,R Steel Jr
person,Russell Frank Steel Jr.,,,,,,"Russel F. Steel, Jr.","Russel F. Steel, Jr","Russel F. Steel, Jr"
person,Russell Frank Steel Jr.,,,,,,Russell F. Steel,Russell F. Steel,Russell F. Steel
person,Russell Frank Steel Jr.,,,,,,Russell F. Steel Jr.,Russell F. Steel Jr,"Russell F. Steel, Jr."
