cat num,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
10691,,,1,Ornithology,-,-,-,-,Somateria,mollissima,borealis,Brehm,#NAME?,,,,,,,,Lena McCauley,Lena McCauley,,,,,Egg
10692,2496,2496,1,Ornithology,-,-,-,-,Regulus,satrapa,-,Licht,- - - - Regulus satrapa -,"Millers, Indiana",,,Indiana,United States of America,male,,Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,20-Apr-07,1907-04-20,
10693,,,5,Entomology,-,-,-,-,Elaphrus,clairvillei,-,Kirby,- - - - Elaphrus clairvillei -,L. Sup. [Lake Superior],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10694,,,2,Entomology,-,-,-,-,Elaphrus,laevigatus,-,Lec.,- - - - Elaphrus laevigatus -,L. Sup [Lake Superior] Cal. [California] Col. [Colorado] N. Ill. [Northern Illinois],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10695,,,6,Entomology,-,-,-,-,Elaphrus,ruscarius,-,Say,- - - - Elaphrus ruscarius -,L. Sup. [Lake Superior],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10696,,,1,Entomology,-,-,-,-,Blethisa,multipunctata,-,Linne,- - - - Blethisa multipunctata -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10697,,,4,Entomology,-,-,-,-,Blethisa,quadricollis,-,Hald.,- - - - Blethisa quadricollis -,N. Ill [Northern Illinois] L. Sup. [Lake Superior],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10698,,,3,Entomology,-,-,-,-,Tachys,nanus,-,Gyll,- - - - Tachys nanus -,Colo [Colorado],,,Colorado,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10699,,,3,Entomology,-,-,-,-,Opisthius,richardsoni,-,Kirby,- - - - Opisthius richardsoni -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10700,,,5,Entomology,-,-,-,-,Bemvidium,erosum,-,Mots,- - - - Bemvidium erosum -,L. Sup. [Lake Superior] Ariz. [Arizona] Cal. [California],,,,,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10701,,,3,Entomology,-,-,-,-,Notiophilus,senistriatus,-,Say,- - - - Notiophilus senistriatus -,N. Ill [Northern Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10702,,,2,Entomology,-,-,-,-,Notiophilus,aenens,-,Hbst,- - - - Notiophilus aenens -,"N. Ill [Northern Illinois] D.C. [Washington, D.C.]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10703,,,,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10704,,,2,Entomology,-,-,-,-,Nebria,pallipes,-,Say,- - - - Nebria pallipes -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10705,,,1,Entomology,-,-,-,-,Nebria,eschscholtzii,-,Men,- - - - Nebria eschscholtzii -,Ykn,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10706,,,3,Entomology,-,-,-,-,Dyschirius,integer,-,Lec.,- - - - Dyschirius integer -,Ariz [Arizona],,,Arizona,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10707,,,5,Entomology,-,-,-,-,Promecognathus,laevissimus,-,Dej,- - - - Promecognathus laevissimus -,Cal [California] Van. [Vancouver],,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10708,,,1,Entomology,-,-,-,-,Exoprosopa,fascipennis,-,Say,- - - - Exoprosopa fascipennis -,N. Ill [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
10709,,,3,Entomology,-,-,-,-,Pasimachus,californicus,-,Chd.,- - - - Pasimachus californicus -,La [Louisiana],,,Louisiana,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10710,,,3,Entomology,-,-,-,-,Pasimachus,elongatus,-,Lec.,- - - - Pasimachus elongatus -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10711,,,2,Entomology,-,-,-,-,Pasimachus,obsoletus,-,,- - - - Pasimachus obsoletus -,Cal. [California] Col. [Colorado],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10712,,,2,Entomology,-,-,-,-,Dyschirius,gibbipennis,-,Lec,- - - - Dyschirius gibbipennis -,Cal. [California],,,California   ,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10713,,,3,Entomology,-,-,-,-,Dyschirius,depressus,-,Fab,- - - - Dyschirius depressus -,Tenn. [Tennessee] Ky. [Kentucky],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10714,,,3,Entomology,-,-,-,-,Dyschirius,subsulcatus,-,Fab,- - - - Dyschirius subsulcatus -,La [Louisiana],,,Louisiana,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10715,,,3,Entomology,-,-,-,-,Pasimachus,marginatus,-,Fab,- - - - Pasimachus marginatus -,La [Louisiana],,,Louisiana,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10716,,,4,Entomology,-,-,-,-,Dyschirius,hemorrhoidalis,-,Dej,- - - - Dyschirius hemorrhoidalis -,"N. Ill [Northern Illinois], Md [Maryland]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10717,,,3,Entomology,-,-,-,-,Dyschirius,sellatus,-,Lec,- - - - Dyschirius sellatus -,N.Y. [New York],,,New York,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10718,,,4,Entomology,-,-,-,-,Dyschirius,pallipennus,-,Say,- - - - Dyschirius pallipennus -,N.Y. [New York],,,New York,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10719,,,5,Entomology,-,-,-,-,Dyschirius,globulosus,-,Say,- - - - Dyschirius globulosus -,N. Ill [Northern Illinois],,,Illinois   ,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10720,,,4,Entomology,-,-,-,-,Dyschirius,aeneolus,-,Lec,- - - - Dyschirius aeneolus -,Ill [Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10721,,,1,Entomology,-,-,-,-,Dyschirius,filiformis,-,Lec,- - - - Dyschirius filiformis -,Fla [Florida],,,Florida,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10722,,645,1,Invertebrates,-,-,-,-,Eunicea,-,-,,- - - - Eunicea - -,"Florida Keys, Florida",,,Florida,United States of America,,,J.F. Porter,J. F. Porter,,,,,Polyps expanded
10723,,,1,Ornithology,-,-,-,-,Nycticorax,nycticorax,-,Bod,- - - - Nycticorax nycticorax -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10724,,,3,Ornithology,-,-,-,-,Ardea,caerulea,-,Linne,- - - - Ardea caerulea -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10725,,,4,Ornithology,-,-,-,-,Ardea,tricolor,ruficollis,Gosse,#NAME?,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10726,,,4,Ornithology,-,-,-,-,Ardea,virescens,-,Linne,- - - - Ardea virescens -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10727,,,4,Ornithology,-,-,-,-,Ardea,candidissima,-,Gmelin,- - - - Ardea candidissima -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10728,,,2,Ornithology,-,-,-,-,Ardea,rufa,-,Bodd,- - - - Ardea rufa -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10729,,,3,Ornithology,-,-,-,-,Ardea,herodias,-,Linne,- - - - Ardea herodias -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10730,,2521,1,Ornithology,-,-,-,-,Regulus,calendula,-,Linne,- - - - Regulus calendula -,"Morgan Park [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,female,,Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,14-May-07,1907-05-14,Eggs
10731,,,4,Ornithology,-,-,-,-,Tantalus,loculator,-,Linne,- - - - Tantalus loculator -,Texas,,,Texas,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10732,,,4,Ornithology,-,-,-,-,Botaurus,lentiginosus,-,Montag,- - - - Botaurus lentiginosus -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10733,,,4,Ornithology,-,-,-,-,Plegades,guarauna,-,Linne,- - - - Plegades guarauna -,"Brazos, Texas",,Brazos County,Texas,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10734,,,2,Ornithology,-,-,-,-,Ardetta,exilis,-,Gmelin,- - - - Ardetta exilis -,,,,,,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10735,,,5,Ornithology,-,-,-,-,Ardetta,exilis,-,Gmelin,- - - - Ardetta exilis -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10736,,,3,Ornithology,-,-,-,-,Ardea,wurdemanni,-,Baird,- - - - Ardea wurdemanni -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10737,,,3,Ornithology,-,-,-,-,Ardea,wurdemanni,-,Baird,- - - - Ardea wurdemanni -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10738,,,3,Ornithology,-,-,-,-,Guara,alba,-,Linne,- - - - Guara alba -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10739,,,2,Ornithology,-,-,-,-,Plegadis,autumnalis,-,Hass,- - - - Plegadis autumnalis -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10740,,,7,Ornithology,-,-,-,-,Rallus,elegans,-,Aud,- - - - Rallus elegans -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10741,,,3,Ornithology,-,-,-,-,Rallus,crepitans,-,Gmelin,- - - - Rallus crepitans -,,,,,,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10742,,,1,Ornithology,-,-,-,-,Grus,mexicana,-,Muller,- - - - Grus mexicana -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10743,,,10,Ornithology,-,-,-,-,Rallus,elegans,-,Aud,- - - - Rallus elegans -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10744,,,4,Ornithology,-,-,-,-,Fulica,americana,-,Gmelin,- - - - Fulica americana -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10745,,,9,Ornithology,-,-,-,-,Porgana,carolina,-,Linne,- - - - Porgana carolina -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10746,,,5,Ornithology,-,-,-,-,Gallinula,galeata,-,Licht,- - - - Gallinula galeata -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10747,,,2,Ornithology,-,-,-,-,Rallus,elegans,-,Audubon,- - - - Rallus elegans -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10748,,,2,Ornithology,-,-,-,-,Rallus,virginianus,-,Linne,- - - - Rallus virginianus -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note in pencil crossed out: destroyed 7]
10749,,,3,Ornithology,-,-,-,-,Rallus,virginianus,-,Linne,- - - - Rallus virginianus -,Illinois,,,Illinois,United States of America,,,C.N. Holden,C. N. Holden,C.N. Holden,C. N. Holden,,,Eggs
10750,,,1,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,Eggs
10751,,,2,Geology,Mineral,Metamorphic,-,Rocks,Septarium,-,-,,Mineral Metamorphic - Rocks Septarium - -,West Florida,,,Florida,United States of America,,,Fla Exp 1872 [Florida Expedition],"Florida Expedition, 1872",,,,,
10752,,,12,Ornithology,-,-,-,-,Gallinula,galeata,-,Licht,- - - - Gallinula galeata -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10753,,,9,Ornithology,-,-,-,-,Gallinula,galeata,-,Lichtenstein,- - - - Gallinula galeata -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10754,,1604,11,Geology,Mineral,Product,-,Aluminum,Aluminum,-,-,,Mineral Product - Aluminum Aluminum - -,,,,,,,,Pittsburg Reduction Co.,Pittsburg Reduction Company,,,,,"sheets, tubes, bars, etc."
10755,,,1,Ornithology,-,-,-,-,Philohela,minor,-,Gmelin,- - - - Philohela minor -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10756,,,1,Ornithology,-,-,-,-,Limosa,fedora,-,Linne,- - - - Limosa fedora -,Nebraska,,,Nebraska,United States of America,,,J.W. Velie,J. W. Velie,,,,,Eggs
10757,,,1,Ornithology,-,-,-,-,Haematopus,palliatus,-,Temm,- - - - Haematopus palliatus -,,,,,,,,J.W. Velie,J. W. Velie,,,,,Eggs
10758,,,1,Ornithology,-,-,-,-,Himantopus,mexicanus,-,Mull,- - - - Himantopus mexicanus -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,,,,,Eggs
10759,,1109,1,Ornithology,-,-,-,-,Vireo,sylva,olivacea,Linne,#NAME?,"Lake Forest, Illinois",Lake Forest,Lake County,Illinois,United States of America,male,,George H. Laflin,George H. Laflin,Frank M. Woodruff,Frank M. Woodruff,12 July 1892,1892-07-12,Woodruff Collection
10760,,,1,Ornithology,-,-,-,-,Callipepla,californica,-,Shaw,- - - - Callipepla californica -,Cal [California],,,California,United States of America,,,George H. Laflin,George H. Laflin,,,,,Eggs
10761,,,3,Ornithology,-,-,-,-,Colinus,virginanus,-,Linne,- - - - Colinus virginanus -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10762,,,1,Botany,-,-,-,-,Aegialitis,meloda,-,Ord,- - - - Aegialitis meloda -,Maine,,,Maine,United States of America,,,Lena McCauley,Lena McCauley,,,,,Eggs [note added in pencil: destroyed]
10763,,1109,1,Ornithology,-,-,-,-,Vireo,sylva,olivacea,Linne,#NAME?,Chicago [Illinois],Chicago,Cook County,Illinois,United States of America,male,,George H. Laflin,George H. Laflin,Frank M. Woodruff,Frank M. Woodruff,7-May-87,1887-05-07,Woodruff Collection
10764,,,1,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,Lena McCauley,Lena McCauley,,,,,Eggs
10765,,,5,Ornithology,-,-,-,-,Bonasa,umbellus,-,Linne,- - - - Bonasa umbellus -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10766,,,4,Ornithology,-,-,-,-,Bartramia,longicauda,-,Becht,- - - - Bartramia longicauda -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10767,,,1,Ornithology,-,-,-,-,Ectopistes,migratorius,-,Linne,- - - - Ectopistes migratorius -,Canada,,,,Canada,,,Lena McCauley,Lena McCauley,,,,,Eggs [note added in pencil: obviously to me (undecipherable word) egg destroyed 7]
10768,,,2,Ornithology,-,-,-,-,Ectopistes,migratorius,-,Linne,- - - - Ectopistes migratorius -,Canada,,,,Canada,,,J.W. Velie,J. W. Velie,,,,,Eggs
10769,,,1,Ornithology,-,-,-,-,Melopelia,leucoptera,-,Linne,- - - - Melopelia leucoptera -,Texas,,,Texas,United States of America,,,J.W. Velie,J. W. Velie,,,,,Eggs
10770,,1109,1,Ornithology,-,-,-,-,Phainopepla,nitens,-,Swainson,- - - - Phainopepla nitens -,"Lakeside, California",Lakeside,San Diego County,California,United States of America,female,,George H. Laflin,George H. Laflin,Frank M. Woodruff,Frank M. Woodruff,2 May 1894,1894-05-02,Woodruff Collection
10771,,,5,Ornithology,-,-,-,-,Tympanchus,americanus,-,Reich,- - - - Tympanchus americanus -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10772,,,2,Ornithology,-,-,-,-,Buteo,borealis,-,Gmelin,- - - - Buteo borealis -,Cook Co [County] Ill [Illinois],,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10773,,,2,Ornithology,-,-,-,-,Pandion,haliaetus,carolinensis,Gmelin,#NAME?,Fla [Florida],,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10774,,,1,Ornithology,-,-,-,-,Cathartes,aura,-,Linne,- - - - Cathartes aura -,Fla [Florida],,,Florida,United States of America,,,Lena McCauley,Lena McCauley,,,,,Eggs
10775,,,4,Ornithology,-,-,-,-,Megascopsasio,bendirei,-,Brecost,- - - - Megascopsasio bendirei -,Cal [California],,,California,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10776,,,2,Ornithology,-,-,-,-,Polyborus,cheriway,-,Jacq,- - - - Polyborus cheriway -,Texas,,,Texas,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10777,,,1,Ornithology,-,-,-,-,Catharista,atrata,-,Bartr.,- - - - Catharista atrata -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10778,,,2,Ornithology,-,-,-,-,Genaidura,macroura,-,Linne,- - - - Genaidura macroura -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10779,,,2,Ornithology,-,-,-,-,Ictinia,mississippiensis,-,Wilson,- - - - Ictinia mississippiensis -,"Medicine River, Kan [Kansas]",,,Kansas,United States of America,,,Purchased,,,,1 July 1894,1894-07-01,Eggs
10780,,1109,1,Ornithology,-,-,-,-,Coturniculus,savannarum,australis,Maynard,#NAME?,"Morgan Park, Ills [neighborhood in Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,male,adult,George H. Laflin,George H. Laflin,F.M. Woodruff,Frank M. Woodruff,30 April 1896,1896-04-30,
10781,,,1,Entomology,-,-,-,-,Elaphrus,lecontei ,-,Cr.,- - - - Elaphrus lecontei  -,N.S.,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10782,,,1,Paleontology,-,-,-,-,Encrinurus,vigilans,-,Hall,- - - - Encrinurus vigilans -,"Trenton Fall, N.Y. [New York]",,,New York,United States of America,,,Wm C. Egan,William C. Egan,,,,,
10783,,,1,Paleontology,Mollusca,Gastropoda,Bellerophontida,Bellerophontidae,Bellerophon,platystoma,-,M. & W.,Mollusca Gastropoda Bellerophontida Bellerophontidae Bellerophon platystoma -,"Oregon, Ill [Illinois]",Oregon,Ogle County,Illinois,United States of America,,,J.F. Porter,J. F. Porter,J.F. Porter,J. F. Porter,,,
10784,,,3,Entomology,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,pallipes,-,Say,Arthropoda Insecta Coleoptera Carabidae Nebria pallipes -,N.H.,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10785,,1022,1,Geology,Mineral,Silicates,-,Garnets,Garnet,-,-,,Mineral Silicates - Garnets Garnet - -,"South Windham, Conn [Connecticut]",,,Connecticut,United States of America,,,E.R. Larned,Ezra Read Larned,,,,,Var. E. Andradite Colophonite
10786,,,1,Entomology,-,-,-,-,Nebria,hudsonica,-,Lec,- - - - Nebria hudsonica -,Hen. H.B.,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10787,,,1,Entomology,-,-,-,-,Nebria,obliqua,-,Lec,- - - - Nebria obliqua -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10788,,,4,Entomology,-,-,-,-,Nebria,metallica,-,Fisch,- - - - Nebria metallica -,Ykn,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10789,,,1,Paleontology,-,-,-,-,Hormotoma,bellicincta,-,Hall,- - - - Hormotoma bellicincta -,"Oregon, Ill [Illinois]",Oregon,Ogle County,Illinois,United States of America,,,J.F. Porter,J. F. Porter,J.F. Porter,J. F. Porter,,,
10790,,,1,Entomology,-,-,-,-,Pasimachus,punctulatus,-,Hald,- - - - Pasimachus punctulatus -,Texas,,,Texas,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10791,,1022,2,Geology,-,-,-,-,Chlorite and Magnesia,-,-,,- - - - Chlorite and Magnesia - -,"Michigan Mine, Mich [Michigan]",,,Michigan,United States of America,,,Dr. E.R. Larned,Ezra Read Larned,,,,,Pseudomorph after Garnet
10792,,,3,Entomology,-,-,-,-,Pasimachus,duplicatus,-,Lec,- - - - Pasimachus duplicatus -,La [Louisiana],,,Louisiana,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10793,,,4,Geology,-,-,-,-,Chlorite & Magnesia pseud. after Garnet,-,-,,- - - - Chlorite & Magnesia pseud. after Garnet - -,Michigan,,,Michigan,United States of America,,,Dr. E.R. Larned,Ezra Read Larned,Dr. E.R. Larned,Ezra Read Larned,,,
10794,,,1,Entomology,-,-,-,-,Pasimachus,sublaeris,-,Beauv.,- - - - Pasimachus sublaeris -,S.C.,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10795,,,5,Entomology,-,-,-,-,Scarites,subterraneus,-,Fab,- - - - Scarites subterraneus -,Tenn [Tennessee] C. Ill [Central Illinois],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10796,,,4,Entomology,-,-,-,-,Clivina,impressifrons,-,Lec,- - - - Clivina impressifrons -,"Md [Maryland], Ky [Kentucky], D.D. [Washington D.C.], La [Louisiana]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10797,,,1,Entomology,-,-,-,-,Clivina,americana,-,Dej,- - - - Clivina americana -,N.Y. [New York],,,New York,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10798,,,4,Entomology,-,-,-,-,Clivina,cordata,-,Putz,- - - - Clivina cordata -,"N. Ill [Northern Illinois], Tex [Texas], Minn [Minnesota]",,,,United States of America,,,Andrew Bolter & Sonne,Andrew Bolter,Andrew Bolter & Sonne,Charles Sonne; Andrew Bolter,,,
10799,,,1,Entomology,-,-,-,-,Clivina,ferrea,-,Lec,- - - - Clivina ferrea -,Md [Maryland],,,Maryland   ,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10800,,,5,Entomology,-,-,-,-,Clivina,bipustulata,-,Fab,- - - - Clivina bipustulata -,"C. Ill [Central Illinois], La [Louisiana], Ky [Kentucky]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10801,,,4,Entomology,-,-,-,-,Clivina,rubicunda,-,Lec,- - - - Clivina rubicunda -,C. Ill [Central Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10802,,,1,Entomology,-,-,-,-,Schizogenius,krugineus,-,Putz,- - - - Schizogenius krugineus -,"D.C. [Washington, D.C.]",,,"Washington, D.C. ",United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10803,,,1,Entomology,-,-,-,-,Schizogenius,amphibius,-,Hald,- - - - Schizogenius amphibius -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10804,,,6,Entomology,Arthoropoda,Insecta,Coleoptera,Carabidae,Ardistomis,viridis,-,Say,Arthoropoda Insecta Coleoptera Carabidae Ardistomis viridis -,"D.C. [Washington, D.C.], Ky [Kentucky], Va. [Virginia]",,,,"United States of America, Canada",,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10805,,,5,Entomology,-,-,-,-,Panagaeus,crucigerus,-,Say,- - - - Panagaeus crucigerus -,"La [Louisiana], N.J. [New Jersey]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10806,,,5,Entomology,-,-,-,-,Panagaeus,fasciatus,-,Say,- - - - Panagaeus fasciatus -,"La [Louisiana], N. Ill [Northern Illinois]",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10807,,,5,Entomology,-,-,-,-,Morio,monilicornis,-,Lat,- - - - Morio monilicornis -,Tex [Texas] Cal [California],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10808,,1022,1,Geology,Mineral,Silicates,-,Garnets,Garnet,-,-,,Mineral Silicates - Garnets Garnet - -,Raymond Maine,Raymond,Cumberland County,Maine,United States of America,,,E.R. Larned,Ezra Read Larned,,,,,Var. A. Grossularite
