cat num,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
10809,,,6,Entomology,-,-,-,-,Bembidium,carinula,-,Chd.,- - - - Bembidium carinula -,L. Sup [Lake Superior],,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10810,,,5,Entomology,-,-,-,-,Bembidium,paludosum,-,Sturm,- - - - Bembidium paludosum -,"C. Ill. [Central Illinois], L. Sup. [Lake Superior] Ill [lllinois]",,,Illinois,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10811,,,3,Entomology,-,-,-,-,Bembidium,inaeguale,-,Say,- - - - Bembidium inaeguale -,L. Sup [Lake Superior],,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10812,,,5,Entomology,-,-,-,-,Bembidium,coxendix,-,Say,- - - - Bembidium coxendix -,N. Ill [Northern Illinois] S. Ill [Southern Illinois],,,Illinois,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10813,,,2,Entomology,-,-,-,-,Bembidium,mitidulenn,-,Dej,- - - - Bembidium mitidulenn -,N.Y. [New York] Me [Maine],,,,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10814,,,2,Entomology,-,-,-,-,Bembidium,bifossulaturn,-,Lec,- - - - Bembidium bifossulaturn -,N. Ill [Northern Illinois],,,Illinois,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10815,,,4,Entomology,-,-,-,-,Bembidium,americanus,-,Dej,- - - - Bembidium americanus -,"New York, La [Louisiana], C. Ill [Central Illinois]",,,,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10816,,,3,Entomology,-,-,-,-,Bembidium,antiqumn,-,Dej,- - - - Bembidium antiqumn -,N. Ill [Northern Illinois] C. Ill [Central Illinois],,,Illinois,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10817,,,3,Entomology,-,-,-,-,Bembidium,chalceune,-,Dej,- - - - Bembidium chalceune -,,,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10818,,,3,Entomology,-,-,-,-,Bembidium,nigrum,-,Say,- - - - Bembidium nigrum -,,,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10819,,,4,Entomology,-,-,-,-,Bembidium,incerturn,-,Mots,- - - - Bembidium incerturn -,Ykn,,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10820,,,4,Entomology,-,-,-,-,Bembidium,biimpressum,-,Maun,- - - - Bembidium biimpressum -,"Ykn, L. Sup [Lake Superior]",,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10821,,,1,Entomology,-,-,-,-,Bembidium,fugax,-,Lec,- - - - Bembidium fugax -,Yn,,,,,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10822,,,3,Entomology,-,-,-,-,Bembidium,plannum,-,Hald,- - - - Bembidium plannum -,N.Y. [New York],,,New York,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10823,,,5,Entomology,-,-,-,-,Bembidium,transversale,-,Dej,- - - - Bembidium transversale -,Cal [California],,,California,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10824,,,3,Entomology,-,-,-,-,Bembidium,lugubre,-,Lec,- - - - Bembidium lugubre -,"Cal [California], N. Mex [New Mexico], Ariz [Arizona]",,,,United States of America,,,Mr. Chas. Sonne,Charles Sonne,Chas. Sonne,Charles Sonne,,,
10825,,,1,Mammalogy,-,-,-,-,Manatus,americanus,-,Dem,- - - - Manatus americanus -,Florida,,,Florida,United States of America,,,Purchased,,,,,,Skull
10826,,,1,Entomology,-,-,-,-,Pachyrrhina,ferruginea,-,Fab,- - - - Pachyrrhina ferruginea -,N. Ill [Northern Illinois],,,Illinois,United States of America,,,Exchange,,,,,,
10827,,,3,Ornithology,-,-,-,-,Coccyzus,americanus,-,Linne,- - - - Coccyzus americanus -,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,[May 1894],1894-05,Eggs May 1894
10828,,,1,Ornithology,-,-,-,-,Dryobates,pubescens ,-,Linne,- - - - Dryobates pubescens  -,,,,,,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,[May 1894],1894-05,Eggs May 1894
10829,,3139,4,Ornithology,-,-,-,-,Sialia,sialis,-,(Linn),- - - - Sialia sialis -,"North Evanston, Ills [Illinois]",Evanston,Cook County,Illinois,United States of America,,eggs,F.S. Dayton,Francis S. Dayton,F.S. Dayton,Francis S. Dayton,,,
10830,,,1,Ornithology,-,-,-,-,Chordeiles,virginianus,-,Gmelin,- - - - Chordeiles virginianus -,Wisconsin,,,Wisconsin,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10831,,,6,Ornithology,-,-,-,-,Ceryle,alcyon,-,Linne,- - - - Ceryle alcyon -,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,[Spring 1894],spring 1894,"Eggs, Spring 1894"
10832,,,5,Ornithology,-,-,-,-,Ceryle,alcyon,-,Linne,- - - - Ceryle alcyon -,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,[Spring 1894],spring 1894,"Eggs, Spring 1894"
10833,,,2,Ornithology,-,-,-,-,Coccyzus,erythroph, thalmus,Wilson,#NAME?,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,[May 1894],1894-05,"Eggs, May 1894"
10834,,875,2,Geology,-,-,-,-,Galenite,-,-,,- - - - Galenite - -,"Buncombe, Wisconsin",Buncombe,,Wisconsin,United States of America,,,J.F. Porter,J. F. Porter,,,,,
10835,,,4,Ornithology,-,-,-,-,Colaptes,auratus,-,Linne,- - - - Colaptes auratus -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10836,,,1,Ornithology,-,-,-,-,Chordeiles,acutipennis,texensis,Law,#NAME?,"Brazos [Brazos County], Texas",,Brazos County,Texas,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10837,,,2,Ornithology,-,-,-,-,Chordeiles,virginianus,-,Gmelin,- - - - Chordeiles virginianus -,"Cook County, Ill [Illinois]",,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,eggs
10838,,,1,Geology,-,-,-,-,Limestone Rock,-,-,,- - - - Limestone Rock - -,"Highland Park, Ill [Illinois]",Highland Park,Cook County,Illinois,United States of America,,,Exchange,,Alfred Lundstrom,Alfred Lundstrom,,,with crinoid stems
10839,,957,1,Geology,-,-,-,-,Niagara Limestone,-,-,,- - - - Niagara Limestone - -,Chicago [Illinois],Chicago,Cook County,Illinois,United States of America,,,Alfred Lindstrom,Alfred Lindstrom,,,,,"With crinoid stems, fossil shells"
10840,,,1,Mammalogy,-,-,-,-,Sciurus,carolinensis,-,,- - - - Sciurus carolinensis -,"Kouts, Ind [Indiana]",,,Indiana,United States of America,male,,J.G. Parker Jr.,J. G. Parker,J.G. Parker Jr.,J. G. Parker,23 May 1896,1896-05-23,Black phase
10841,,267,1,Ornithology,-,-,-,-,Regulus,satrapa,-,Licht,- - - - Regulus satrapa -,"Lincoln Park, Chicago [Illinois]",Chicago,Cook County,Illinois,United States of America,male,adult,Cy DeVry,Cyrus B. DeVry,Cy DeVry,Cyrus B. DeVry,,,
10842,,,1,Ornithology,-,-,-,-,Circus,hudsonius,-,Linne,- - - - Circus hudsonius -,"Liverpool, Ind [Indiana]",Liverpool,Lake County,Indiana,United States of America,,,F.M. Woodruff,Frank M. Woodruff,F.M. Woodruff,Frank M. Woodruff,[24 September 1896],1896-09-24,35332
10843,,,1,Ornithology,-,-,-,-,Anas,obscura,-,Gmelin,- - - - Anas obscura -,"Liverpool, Ind [Indiana]",Liverpool,Lake County,Indiana,United States of America,male,,F.M. Woodruff,Frank M. Woodruff,F.M. Woodruff,Frank M. Woodruff,[24 September 1896],1896-09-24,"male symbol, 9-24-96"
10844,,1109,1,Ornithology,-,-,-,-,Vireo,noveboracensis,-,Gmelin,- - - - Vireo noveboracensis -,"Raleigh, North Carolina",Raleigh,,North Carolina,United States of America,female,,George H. Laflin,George H. Laflin,Frank M. Woodruff Collection,Frank M. Woodruff,17 April 1894,1894-04-17,
10845,,,4,Ornithology,-,-,-,-,Tyrannus,tyrannus,-,Linne,- - - - Tyrannus tyrannus -,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,Purchased,,A.W. Carter,A. W. Carter,[May 1894],1894-05,"Eggs, May 1894, 1 Nest"
10846,,1109,1,Ornithology,-,-,-,-,Vireo,sylva,olivacea,Linne,#NAME?,Chicago [Illinois],Chicago,Cook County,Illinois,United States of America,male,,George H. Laflin,George H. Laflin,Frank M. Woodruff,Frank M. Woodruff,13 May 1893,1893-05-13,
10847,,,4,Ornithology,-,-,-,-,Tyrannus,melancholicus,conchi,Baird,#NAME?,Texas,,,Texas,United States of America,,,Purchased,,Frank M. Woodruff,Frank M. Woodruff,,,Eggs
10848,,,8,Ornithology,-,-,-,-,Sayornis,phoebe,-,Lath,- - - - Sayornis phoebe -,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,Purchased,,A.W. Carter,A. W. Carter,[May 1894],1894-05,"Eggs, May 1894"
10849,,1109,1,Ornithology,-,-,-,-,Vireo,noveboracensis,-,Gmelin,- - - - Vireo noveboracensis -,"Grand Tower, Illinois",,,Illinois,United States of America,male,,George H. Laflin,George H. Laflin,Frank M. Woodruff,Frank M. Woodruff,29 April 1897,1897-04-29,Woodruff Collection
10850,,,3,Ornithology,-,-,-,-,Coutopus,virens,-,Linne,- - - - Coutopus virens -,"So. Chicago, Ill [South Chicago, Illinois]",Chicago,Cook County,Illinois,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,[15 June 1895],1895-06-15,Eggs & nests (2) 6-15-95
10851,,629,1,Geology,-,-,-,-,Sphalerite,-,-,,- - - - Sphalerite - -,Cunningham Gap,,,,,,,J.F. Porter,J. F. Porter,,,,,"Zinc Blend, massive"
10852,,,4,Ornithology,-,-,-,-,Otocoris,alpestris,praticola,Hensh,#NAME?,"Prophetstown, Ill [Illinois]",Prophetsville,Whiteside County,Illinois,United States of America,,,A.W. Conner,A. W. Conner,A.W. Carter,A. W. Carter,,,Eggs
10853,,,2,Ornithology,-,-,-,-,Cyanocitta,cristata,-,Linne,- - - - Cyanocitta cristata -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10854,,,2,Ornithology,-,-,-,-,Cyanocitta,cristata,-,Linne,- - - - Cyanocitta cristata -,"Cook Co., Ill [Cook County, Illinois]",,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10855,,,4,Ornithology,-,-,-,-,Cyanocitta,cristata,-,Linne,- - - - Cyanocitta cristata -,"Lake Koshkonong, Wis [Wisconsin]",,,Wisconsin,United States of America,,,Floyd T. Coon,Floyd T. Coon,Floyd T. Coon,Floyd T. Coon,[21 May 1895],1895-05-21,"Eggs, 5-21-95"
10856,,1109,,Ornithology,-,-,-,-,Wilsonia,pusilla,chrysiola,Rdg,#NAME?,"Tucson, Arizona",Tucson,Pima County,Arizona,United States of America,male,,George H. Laflin,George H. Laflin,,,,,Woodruff Collection
10857,,,3,Ornithology,-,-,-,-,Molothrus,ater,-,Bodd,- - - - Molothrus ater -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10858,,,4,Ornithology,-,-,-,-,Xanthocephalus,xanthocephalus,-,Bonap.,- - - - Xanthocephalus xanthocephalus -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10859,,,4,Ornithology,-,-,-,-,Agelaius,phoeniceus,-,Linne,- - - - Agelaius phoeniceus -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10860,,,6,Ornithology,-,-,-,-,Dolichonyx,orygivores,-,Linne,- - - - Dolichonyx orygivores -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10861,,592,1,Malacology,Mollusca,Gastropoda,-,Buccinidae,Babylonia,japonica,-,Sowerby,Mollusca Gastropoda - Buccinidae Babylonia japonica -,Japan,,,,Japan,,,George H. Laflin,George H. Laflin,,,,,
10862,,,6,Ornithology,-,-,-,-,Quiscalus,guiscula,aeneus,Ridg,#NAME?,"Sawyer Co [County], Ill [Illinois]",,Sawyer County,Illinois,United States of America,,,Purchased,,A.W. Carter,A. W. Carter,[24 May],,"Eggs, 24 May - 2 sets"
10863,,,4,Ornithology,-,-,-,-,Otocoris,alpestris,pratincola,Hensh,#NAME?,,,,,,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,[18 June 1895],1895-06-18,Eggs 6-18-95 [note added in pencil: destroyed 7]
10864,,,1,Ornithology,-,-,-,-,Pica,pica,hudsonica,Sab,#NAME?,,,,,,,,C.N. Holden,C. N. Holden,,,,,Eggs
10865,,,1,Entomology,-,-,-,-,Leptogaster,murinus,-,Low,- - - - Leptogaster murinus -,Chicago [Illinois],Chicago,Cook County,Illinois,United States of America,,,Exchange,,,,,,
10866,,,4,Ornithology,-,-,-,-,Cyanocitta,cristata,-,Linne,- - - - Cyanocitta cristata -,Illinois,,,Illinois,United States of America,,,C.N. Holden,C. N. Holden,C.N. Holden,C. N. Holden,,,Eggs
10867,,55,4,Ornithology,-,-,-,-,Sturnella,magna,-,(Linn),- - - - Sturnella magna -,Vicinity of Chicago,,,Illinois,United States of America,,eggs,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,
10868,,1747,1,Invertebrates,-,-,-,-,Turbinaria,crater,-,Oken,- - - - Turbinaria crater -,Japan,,,,Japan,,,Purchased,,,,,,Cup-like coral
10869,,2496,1,Ornithology,-,-,-,-,Regulus,calendula,-,Linne,- - - - Regulus calendula -,"Millers, Indiana",,,Indiana,United States of America,male,,Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,25-Apr-07,1907-04-25,
10870,,,2,Ornithology,-,Aves,Passeriformes,Fringiliidae,Icterus,galbula,-,Linne,- Aves Passeriformes Fringiliidae Icterus galbula -,,,,,,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10871,,,4,Ornithology,-,Aves,Passeriformes,Fringiliidae,Icterus,bullockii,-,Swains,- Aves Passeriformes Fringiliidae Icterus bullockii -,California,,,California,United States of America,,,A.W. Conner,A. W. Conner,,,,,Eggs
10872,,,3,Ornithology,-,-,-,-,Quiscalus,quiscula,-,Linne,- - - - Quiscalus quiscula -,,,,,,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs [note added in pencil: destroyed 7]
10873,,,4,Ornithology,-,-,-,-,Quiscalus,quiscula,aeneus,Ridg,#NAME?,Ill [Illinois],,,Illinois,United States of America,,,C.N. Holden,C. N. Holden,C.N. Holden,C. N. Holden,,,Eggs
10874,,,2,Ornithology,-,-,-,-,Quiscalus,macrourus,-,Swains,- - - - Quiscalus macrourus -,Texas,,,Texas,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10875,,,2,Ornithology,-,-,-,-,Quiscalus,macrourus,-,Swains,- - - - Quiscalus macrourus -,Florida,,,Florida,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10876,,,3,Ornithology,-,-,-,-,Quiscalus,quiscula,aeneus,Ridg,#NAME?,"Cook Co [County], Ill [Illinois]",,Cook County,Illinois,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10877,,,3,Ornithology,-,-,-,-,Quiscalus,major,-,Vieill,- - - - Quiscalus major -,"Brazos [county], Texas",,Brazos County,Texas,United States of America,,,Purchased,,F.M. Woodruff,Frank M. Woodruff,,,Eggs
10878,,,4,Ornithology,-,-,-,-,Poocaetes,gramineus,-,Gmelin,- - - - Poocaetes gramineus -,"Sawyer Co [County], Wis. [Wisconsin]",,Sawyer County,Wisconsin,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,,,Eggs
10879,,,1,Ornithology,-,-,-,-,Carpodacus,purpureus,-,Gmelin,- - - - Carpodacus purpureus -,Illinois,,,Illinois,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,,,Eggs
10880,,,4,Ornithology,-,-,-,-,Poocaetes,gramineus,-,Gmelin,- - - - Poocaetes gramineus -,Illinois,,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10881,,,4,Ornithology,-,-,-,-,Poocaetes,gramineus,-,Gmelin,- - - - Poocaetes gramineus -,"Tampico, Ill [Illinois]",Tampico,Whiteside County,Illinois,United States of America,,,A.W. Conner,A. W. Conner,A.W. Conner,A. W. Conner,,,Eggs
10882,,60,2,Malacology,Mollusca,Bivalvia,-,Sphaeriidae,Sphaerium,simile,-,Say,Mollusca Bivalvia - Sphaeriidae Sphaerium simile -,Calumet River,,,,United States of America,,,W.W. Calkins,William W. Calkins,,,,,
10883,,,6,Anthropology,-,-,-,-,Bunch of Indian Arrows,-,-,,- - - - Bunch of Indian Arrows - -,Arizona,,,Arizona,United States of America,,,W.C. Egan,William C. Egan,,,,,
10884,,,2,Entomology,-,-,-,-,Bembidion,texanum,-,chd.,- - - - Bembidion texanum -,Texas,,,Texas,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10885,,,1,Entomology,-,-,-,-,Bembidion,picipes,-,Kirby,- - - - Bembidion picipes -,N. Ill [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10886,,,3,Entomology,-,-,-,-,Bembidion,grapii,-,Gyll,- - - - Bembidion grapii -,L. Sup [Lake Superior] H.B.,,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10887,,,1,Entomology,-,-,-,-,Bembidion,postremum,-,Say,- - - - Bembidion postremum -,C. Ill [Central Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10888,,,2,Entomology,-,-,-,-,Bembidion,dorsales,-,Say,- - - - Bembidion dorsales -,,,,,,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10889,,,5,Entomology,-,-,-,-,Bembidion,patruele,-,Dej,- - - - Bembidion patruele -,L. Sup [Lake Superior] Ill [Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10890,,,5,Entomology,-,-,-,-,Bembidion,variegatum,-,Say,- - - - Bembidion variegatum -,"Cen. Ill [Central Illinois], Col. [Colorado] Iowa",,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10891,,,4,Entomology,-,-,-,-,Bembidion,couspersum,-,chd.,- - - - Bembidion couspersum -,N. Ill [Northern Illinois],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10892,,,6,Entomology,-,-,-,-,Bembidion,picturn,-,Lec,- - - - Bembidion picturn -,N. Ill [Northern Illinois] Cal [California],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10893,,,1,Entomology,-,-,-,-,Bembidion,mutatum,-,G&H,- - - - Bembidion mutatum -,Cal [California],,,California,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10894,,,2,Entomology,-,-,-,-,Bembidion,coutracturn,-,Say,- - - - Bembidion coutracturn -,N.Y. [New York] Mass [Massachusetts],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10895,,,2,Entomology,-,-,-,-,Bembidion,sulcatum,-,Lec,- - - - Bembidion sulcatum -,N. Ill [Northern Illinois] L Sup [Lake Superior],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10896,,,2,Entomology,-,-,-,-,Tachys,corax,-,Lec,- - - - Tachys corax -,Ariz [Arizona],,,Arizona,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10897,,,2,Entomology,-,-,-,-,Bembidion,canturn,-,Lec,- - - - Bembidion canturn -,N. Ill [Northern Illinois] L. Sup [Lake Superior],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10898,,,5,Entomology,-,-,-,-,Bembidion,quadrimaculaturn,-,Linne,- - - - Bembidion quadrimaculaturn -,N & C Ill [Northern and Central Illinois],,,Illinois,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10899,,,6,Entomology,-,-,-,-,Bembidion,laevigaturn,-,Say,- - - - Bembidion laevigaturn -,S. Ill [Southern Illinois] Ky [Kentucky],,,,United States of America,,,Mrs. Chas. Sonne,PLACEHOLDER,Chas. Sonne,Charles Sonne,,,
10900,,,3,Entomology,-,-,-,-,Bembidion,striola,-,Lec,- - - - Bembidion striola -,Col [Colorado],,,Colorado,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10901,,,4,Entomology,-,-,-,-,Bembidion,lucidurn,-,Lec,- - - - Bembidion lucidurn -,C.T.,,,,,,,,,,,,,
10902,,,2,Entomology,-,-,-,-,Bembidion,rupestre,-,Dej,- - - - Bembidion rupestre -,N. Ill [Northern Illinois] L Sup [Lake Superior],,,Illinois,United States of America,,,Andrew Bolter,Andrew Bolter,Andrew Bolter,Andrew Bolter,,,
10903,,1109,1,Ornithology,-,-,-,-,Hylocichla,aliciae,-,Baird,- - - - Hylocichla aliciae -,"Normal Park, Illinois [possibly Normal, IL]",,,Illinois,United States of America,female,,George H. Laflin,George H. Laflin,,,11 April 1896,1896-04-11,Collection of F.M. Woodruff
10904,,,4,,-,-,-,-,-,-,-,,- - - - - - -,,,,,,,,,,,,,,
10905,,2307,1,Ornithology,-,-,-,-,Hylocichla,ustulata,swainsoni,(Cab.),#NAME?,"Morgan Park, Illinois [neighborhood in Chicago]",Chicago,Cook County,Illinois,United States of America,male,,Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,9-May-06,1906-05-09,
10906,,1521,1,Ornithology,-,-,-,-,Lanivireo,solitarius,-,Wilson,- - - - Lanivireo solitarius -,Chicago [Illinois],Chicago,Cook County,Illinois,United States of America,female,,Francis S. Dayton,Francis S. Dayton,Francis S. Dayton,Francis S. Dayton,13 May 1888,1888-05-13,
10907,,,2,Ornithology,-,-,-,-,Spizella,pusilla,-,WIlson,- - - - Spizella pusilla -,Ill [Illinois],,,Illinois,United States of America,,,J.W. Velie,J. W. Velie,J.W. Velie,J. W. Velie,,,Eggs
10908,,,1,Ornithology,-,-,-,-,Ammodramus,saudurchiensis,savanna,Wils,#NAME?,Ill [Illinois],,,Illinois,United States of America,,,Lena McCauley,Lena McCauley,,,,,Eggs
10909,,,1,Ornithology,-,-,-,-,Spizella,socialis,-,Wilson,- - - - Spizella socialis -,Ill [Illinois],,,Illinois,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,[May 1894],1894-05,Eggs May 94
10910,,,3,Ornithology,-,-,-,-,Spizella,socialis,-,Wilson,- - - - Spizella socialis -,Sawyer Co. [County] Wis [Wisconsin],,Sawyer County,Wisconsin,United States of America,,,Purchased,,A.W. Carter,A. W. Carter,,,Eggs
10911,,2310,1,Ornithology,-,-,-,-,Hylocichla,aliciae,-,Baird,- - - - Hylocichla aliciae -,"Roundout, Illinois [Rondout]",Rondout,Lake County,Illinois,United States of America,male,,Academy Collecting,Chicago Academy of Sciences,F.M. Woodruff,Frank M. Woodruff,24-May-06,1906-05-24,
10912,,1707,1,Ornithology,-,-,-,-,Hylocichla,guttata,pallasii,(Cab.),#NAME?,"Morgan Park, Illinois [neighborhood in Chicago]",Chicago,Cook County,Illinois,United States of America,male,,C.A. Tallman,C. A. Tallman,C.A. Tallman,C. A. Tallman,24 September 1895,1895-09-24,
10913,,,4,Ornithology,-,-,-,-,Melospiza,fasciata,-,Gmelin,- - - - Melospiza fasciata -,Sawyer Co. [County] Wis [Wisconsin],,Sawyer County,Wisconsin,United States of America,,,A.W. Carter,A. W. Carter,A.W. Carter,A. W. Carter,,,Eggs
