Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
24088,,2645,1,Malacology,-,-,-,-,Lampsilis [Obovaria],orbiculata [subrotunda],-,"(Hildreth, 1828)",- - - - Lampsilis [Obovaria] orbiculata [subrotunda] -,"Lansing, Iowa",Lansing,Allamakee,Iowa,United States of America,,adult,Robert Frayer,Robert Frayer,Robert Frayer,Robert Frayer,,,
24089,,2669,1,Malacology,-,-,-,-,Strombus,[fragilis],-,,- - - - Strombus [fragilis] -,,,,,Unknown,,,Dr. Charles McCoy,Charles McCoy,,,,,
24090,,3000,5,Malacology,-,-,-,-,Polygyra [Euchemotrema],monodon [leaii],-,(Rackett),- - - - Polygyra [Euchemotrema] monodon [leaii] -,"60 Rods south of N.W.R.R. track [northwest rail road track] on DuPage R. [River], Winfield, DuPage Co., Ills. [DuPage County, Illinois]",Winfield,Du Page,Illinois,United States of America,,adult,H.N. Lyon,H. N. Lyon,H.N. Lyon,H. N. Lyon,1909,1909,On side of hummocks in marshy spots
24091,,3000,20,Malacology,-,-,-,-,Polygyra [Webbhelix],multilineata,-,(Say) [1821],- - - - Polygyra [Webbhelix] multilineata -,"60 Rods south of N.W.R.R. track [northwest rail road track] on DuPage R. [River], Winfield, DuPage Co., Ills. [DuPage County, Illinois]",Winfield,Du Page,Illinois,United States of America,,"adult, juvenile",H.N. Lyon,H. N. Lyon,H.N. Lyon,H. N. Lyon,1909,1909,On side of hummocks in marshy spots
24092,,3000,4,Malacology,-,-,-,-,[Discus] Pyramidula,[cronkhite/whitneyi (valid)] anthonyi,-,"Pils [Newcomb, 1865]",- - - - [Discus] Pyramidula [cronkhite/whitneyi (valid)] anthonyi -,"60 Rods south of N.W.R.R. track [northwest rail road track] on DuPage R. [River], Winfield, DuPage Co., Ills. [DuPage County, Illinois]",Winfield,Du Page,Illinois,United States of America,,adult,H.N. Lyon,H. N. Lyon,H.N. Lyon,H. N. Lyon,1909,1909,On side of hummocks in marshy spots
24093,,3000,2,Malacology,-,-,-,-,Pomatiopsis,lapidaria,-,Say,- - - - Pomatiopsis lapidaria -,"60 Rods south of N.W.R.R. track [northwest rail road track] on DuPage R. [River], Winfield, DuPage Co., Ills. [DuPage County, Illinois]",Winfield,Du Page,Illinois,United States of America,,adult,H.N. Lyon,H. N. Lyon,H.N. Lyon,H. N. Lyon,1909,1909,On side of hummocks in marshy spots
24094,,2888,4 [7],Malacology,-,-,-,-,Philomycus,carolinensis,-,"Bosc [(Bosc, 1802)]",- - - - Philomycus carolinensis -,"Muncie, Ills. [Illinois]",Muncie,Vermilion,Illinois,United States of America,,"adult, juvenile",James Zetek,James Zetek,Hart & [J.] Zetek,James Zetek,1907-10-18T00:00:00Z,1907-10-18,in woods [specimens dried]
24095,,2888,7 [8],Malacology,-,-,-,-,Agriolimax,agrestis,-,"(Linnaeus, 1758)",- - - - Agriolimax agrestis -,Urbana,Urbana,Champaign,Illinois,United States of America,,,James Zetek,James Zetek,James Zetek,James Zetek,2007-10-16T00:00:00Z,1907-10-16,specimens dried
24096,,3014,10,Malacology,-,-,-,-,Mytilus,edulis,-,Linne.,- - - - Mytilus edulis -,"Conway River, North Wales",,,Wales,United Kingdom,,"adult, juvenile",John Hall,John Hall,John Hall,John Hall,1909,1909,
24097,,3014,15,Malacology,-,-,-,-,Cardium [Cerastoderma],edule,-,Linne.,- - - - Cardium [Cerastoderma] edule -,"Conway River, North Wales",,,Wales,United Kingdom,,"adult, juvenile",John Hall,John Hall,John Hall,John Hall,1909,1909,
24098,,3014,1,Malacology,-,-,-,-,Paphia,pullastra,-,Wood,- - - - Paphia pullastra -,"Conway River, North Wales",,,Wales,United Kingdom,,adult,John Hall,John Hall,John Hall,John Hall,1909,1909,
24099,,3014,1,Malacology,-,-,-,-,Dosinia,exoleta,-,Linne.,- - - - Dosinia exoleta -,"Conway River, North Wales",,,Wales,United Kingdom,,adult,John Hall,John Hall,John Hall,John Hall,1909,1909,
24100,,3014,1,Malacology,-,-,-,-,Macra [Mactra],-,-,,- - - - Macra [Mactra] - -,"Conway River, North Wales",,,Wales,United Kingdom,,,John Hall,John Hall,John Hall,John Hall,1909,1909,
24101,,3014,3,Malacology,-,-,-,-,Purpura [Nucella],lapillus,-,Linne.,- - - - Purpura [Nucella] lapillus -,"Conway River, North Wales",,,Wales,United Kingdom,,adult,John Hall,John Hall,John Hall,John Hall,1909,1909,
24102,,3014,7,Malacology,-,-,-,-,Littorina,littorea,-,Linne.,- - - - Littorina littorea -,"Conway River, North Wales",,,Wales,United Kingdom,,adult,John Hall,John Hall,John Hall,John Hall,1909,1909,
24103,,3014,3,Malacology,-,-,-,-,Littorina,obtusata,-,Linne.,- - - - Littorina obtusata -,"Conway River, North Wales",,,Wales,United Kingdom,,adult,John Hall,John Hall,John Hall,John Hall,1909,1909,
24104,,2923,10,Malacology,-,-,-,-,Helix [Cepaea],nemoralis,-,Mull [Linnaeus],- - - - Helix [Cepaea] nemoralis -,"Greenhouse, Rochester, NY [New York]",Rochester,Monroe,New York,United States of America,,"adult, juvenile",John Carlton,John Carlton,John Carlton,John Carlton,1909,1909,"Introduced from Ussey, France"
24105,,3001,3,Malacology,-,-,-,-,Goniobasis [Elimia],livescens,-,Menke,- - - - Goniobasis [Elimia] livescens -,"Onekama, Mich. [Michigan]",Onekama,Manistee,Michigan,United States of America,,"adult, juvenile",E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,1909,1909,
24106,,3001,1,Malacology,-,-,-,-,Campeloma,rufum,-,Haldeman,- - - - Campeloma rufum -,"Onekama, Mich. [Michigan]",Onekama,Manistee,Michigan,United States of America,,adult,E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,1909,1909,
24107,,3001,3,Malacology,-,-,-,-,Pyramidula [Anguispira],alternata,-,Say,- - - - Pyramidula [Anguispira] alternata -,"Onekama, Mich. [Michigan]",Onekama,Manistee,Michigan,United States of America,,half grown,E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,1909,1909,
24108,,3001,2,Malacology,-,-,-,-,Succinea,retusa,-,Say,- - - - Succinea retusa -,"Onekama, Mich. [Michigan]",Onekama,Manistee,Michigan,United States of America,,half grown,E.E. Hand,E. E. Hand,E.E. Hand,E. E. Hand,1909,1909,
24109,,3012,11,Malacology,-,-,-,-,Calyculina [Musculium],partumeia [partumeium],-,Say,- - - - Calyculina [Musculium] partumeia [partumeium] -,"Dry pond, east end Crystal Lake, Lake Co., Ills [Illinois]",Crystal Lake,Lake,Illinois,United States of America,,"adult, juvenile",Academy collecting,Chicago Academy of Sciences,E.W. Youngren,Emil W. Youngren,1909-08-08T00:00:00Z,1909-08-08,
24110,1366,2897,7,Malacology,-,-,-,-,Carychium,exile,-,Say,- - - - Carychium exile -,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24111,969,2897,4 [5],Malacology,-,-,-,-,Zonitoides [Hawaiia],minuscula,alachuana,Dall,- - - - Zonitoides [Hawaiia] minuscula alachuana,"Kansas City, Kansas",Kansas City,Wyandotte,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24112,1361,2897,5,Malacology,-,-,-,-,Zonitoides [Helicodiscus],nummus,-,Van.,- - - - Zonitoides [Helicodiscus] nummus -,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24113,992,2897,5,Malacology,-,-,-,-,Zonitoides [Helicodiscus],singleyana,-,Pilsbry,- - - - Zonitoides [Helicodiscus] singleyana -,"Kansas City, Kansas",Kansas City,Wyandotte,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24114,1112,2897,6,Malacology,-,-,-,-,Bifidaria [Gastrocopta],armifera,-,Say,- - - - Bifidaria [Gastrocopta] armifera -,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24115,1231,2897,6,Malacology,-,-,-,-,Bifidaria [Gastrocopta],procera [cristata],cristata,P & V,- - - - Bifidaria [Gastrocopta] procera [cristata] cristata,"Nickerson, Kansas",Nickerson,Reno,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24116,1192,2897,5,Malacology,-,-,-,-,Polygyra [Euchemotrema],fraterna [fraternum],-,Say,- - - - Polygyra [Euchemotrema] fraterna [fraternum] -,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24117,1323,2897,6,Malacology,-,-,-,-,Vallonia,parvula,-,Sterki,- - - - Vallonia parvula -,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24118,1358,2897,4,Malacology,-,-,-,-,Euconulus,chersinus,trochulus,Reinh,- - - - Euconulus chersinus trochulus,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24119,1370,2897,5,Malacology,-,-,-,-,Vitrea,rhoadsi,-,Pilsbry,- - - - Vitrea rhoadsi -,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24120,1170,2897,5,Malacology,-,-,-,-,Vitrea,indentata,umbilicata,Ckll.,- - - - Vitrea indentata umbilicata,"Lawrence, Kansas",Lawrence,Douglas,Kansas,United States of America,,adult,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,G. Dallas Hanna,,,
24121,,2893,4,Malacology,-,-,-,-,Vertigo,modesta,occidentalis,Sterki,- - - - Vertigo modesta occidentalis,"Bluff Lake, San Bernardino Mts., Cal. [California]",,,California,United States of America,,adult,S.S. Berry,Stillman S. Berry,S.S. Berry,Stillman S. Berry,2017-08-08T00:00:00Z,1917-08-08,
24122,,2893,3,Malacology,-,-,-,-,Valvata,humeralis,californica,Pilsbry,- - - - Valvata humeralis californica,"Bluff Lake Swamp, San Bernadino Mts., Cal. [California]",,,California,United States of America,,adult,S.S. Berry,Stillman S. Berry,S.S. Berry,Stillman S. Berry,2017-08-08T00:00:00Z,1917-08-08,
24123,,2892,9,Malacology,-,-,-,-,Anodonta,nuttalliana,-,Lea,- - - - Anodonta nuttalliana -,"Coyoti Creek, Artesian Belt, Santa Clara Valley, Cal. [California]",,,California,United States of America,,immature,Harold Hannibal,Harold Hannibal,Harold Hannibal,Harold Hannibal,,,
24124,,2892,12,Malacology,-,-,-,-,Vivipara [Viviparus],malleata [malleatus],-,Reeve,- - - - Vivipara [Viviparus] malleata [malleatus] -,"Artesian Belt, Santa Clara Valley, Cal [California]",,,California,United States of America,,"adult, young",Harold Hannibal,Harold Hannibal,Harold Hannibal,Harold Hannibal,,,
24125,,2892,30,Malacology,-,-,-,-,Paludestrina,stearnsiana,-,Pilsbry,- - - - Paludestrina stearnsiana -,"Hacienda Almaden, Santa Cruz Mts., Cal. [California]",,,California,United States of America,,adult,Harold Hannibal,Harold Hannibal,Harold Hannibal,Harold Hannibal,,,
24126,,2892,6,Malacology,-,-,-,-,Valvata,virens,-,Tryon,- - - - Valvata virens -,"Pond 1, Watsonville, Pajaro Valley, Cal. [California]",,,California,United States of America,,adult,Harold Hannibal,Harold Hannibal,Harold Hannibal,Harold Hannibal,,,
24127,,2950,13,Malacology,-,-,-,-,Unio [Elliptio],complanatus,-,Sol.,- - - - Unio [Elliptio] complanatus -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,At low tide.
24128,,2950,27,Malacology,-,-,-,-,Lampsilis [Ligumia],nasuta,-,Say,- - - - Lampsilis [Ligumia] nasuta -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24129,,2950,3,Malacology,-,-,-,-,Lampsilis,radiata,-,Say,- - - - Lampsilis radiata -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24130,,2950,2,Malacology,-,-,-,-,Anodonta,implicata,-,Say,- - - - Anodonta implicata -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24131,,2950,1,Malacology,-,-,-,-,Sphaerium,-,-,,- - - - Sphaerium - -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24132,,2950,1,Malacology,-,-,-,-,Valvata,bicarinata,normalis,Walker,- - - - Valvata bicarinata normalis,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,juvenile,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24133,,2950,4 [5],Malacology,-,-,-,-,Gillia,altilis,-,Lea,- - - - Gillia altilis -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24134,,2950,3,Malacology,-,-,-,-,Amnicola,limosa,[limosa],Say,- - - - Amnicola limosa [limosa],"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24135,,2951,20,Malacology,-,-,-,-,Lioplax,subcarinata,-,Say,- - - - Lioplax subcarinata -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24136,,2950,11,Malacology,-,-,-,-,Campeloma,decisum,-,Say,- - - - Campeloma decisum -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24137,,2950,35,Malacology,-,-,-,-,Goniobasis [Elimia],virginica,-,Say,- - - - Goniobasis [Elimia] virginica -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24138,,2950,3,Malacology,-,-,-,-,Polygyra [Mesodon],thyroides [thyroidus],-,Say,- - - - Polygyra [Mesodon] thyroides [thyroidus] -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24139,,2950,1,Malacology,-,-,-,-,Pyramidula [Anguispira],alternata,-,Say,- - - - Pyramidula [Anguispira] alternata -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,Bank above high water.
24140,,2950,7,Malacology,-,-,-,-,Gastrodonta [Ventridens],ligera,-,Say,- - - - Gastrodonta [Ventridens] ligera -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,Bank above high water.
24141,,2950,5,Malacology,-,-,-,-,Succinea,ovalis,-,Say,- - - - Succinea ovalis -,"Plum Point, 1Â½ m. east of Riverton, N.J. [New Jersey]",Riverton,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,Bank above high water.
24142,,2950,10,Malacology,-,-,-,-,Polygyra [Patera],tridentata,-,Say,- - - - Polygyra [Patera] tridentata -,"Field, west edge of Burlington, N.J. [New Jersey]",Burlington,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24143,,2950,1,Malacology,-,-,-,-,Polygyra [Mesodon],thyroides [thyroidus],-,Say,- - - - Polygyra [Mesodon] thyroides [thyroidus] -,"Field, west edge of Burlington, N.J. [New Jersey]",Burlington,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,
24144,,2950,162,Malacology,-,-,-,-,Helix [Cepaea],nemoralis,-,Linne,- - - - Helix [Cepaea] nemoralis -,"Open lot east of Burlington, N.J. [New Jersey]",Burlington,Burlington,New Jersey,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,Partial to dandelion near which a dozen specimens may be found
24145,,2950,23,Malacology,-,-,-,-,Polygyra [Patera],tridentata,-,Say,- - - - Polygyra [Patera] tridentata -,"Open lot east of Burlington, N.J. [New Jersey]",Burlington,Burlington,New Jersey,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker and H.A. Pilsbry,Frank C. Baker; Henry A. Pilsbry,1909-05-14T00:00:00Z,1909-05-14,Partial to dandelion near which a dozen specimens may be found
24146,,2951,13,Malacology,-,-,-,-,Unio [Elliptio],complanata [complanatus],-,Sol.,- - - - Unio [Elliptio] complanata [complanatus] -,"Mill Race, near dam, Unionville, CT.  [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
24147,,2951,3,Malacology,-,-,-,-,Alasmidonta,undulata,-,Say,- - - - Alasmidonta undulata -,"Mill Race, near dam, Unionville, CT.  [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
24148,,2951,6,Malacology,-,-,-,-,Alasmidonta,undulata,-,Say,- - - - Alasmidonta undulata -,"Roaring Brook, Unionville, CT. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
24149,,2951,4,Malacology,-,-,-,-,Unio [Elliptio],complanatus,-,Sol.,- - - - Unio [Elliptio] complanatus -,"Roaring Brook, Unionville, CT. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,"adult, young",Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
24150,,2951,2,Malacology,-,-,-,-,Campeloma,decisum,-,Say,- - - - Campeloma decisum -,"Roaring Brook, Unionville, CT. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
24151,,2951,4,Malacology,-,-,-,-,Campeloma,decisum,-,Say,- - - - Campeloma decisum -,"Farmington River, above dam, Unionville, Conn. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1909-05-19T00:00:00Z,1909-05-19,
24152,,2951,1,Malacology,-,-,-,-,Anodonta [Alasmidonta],marginata,-,Say,- - - - Anodonta [Alasmidonta] marginata -,"Farmington River, above dam, Unionville, Conn. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,immature,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1909-05-19T00:00:00Z,1909-05-19,
24153,,2951,5,,-,-,-,-,Anodontoides,ferusacianus,var. subcylindraceus,Lea.,- - - - Anodontoides ferusacianus var. subcylindraceus,"Roaring Brook, Unionville, CT. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,immature,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,2017-05-09T00:00:00Z,1917-05-09,
24154,,2951,1,Malacology,-,-,-,-,Unio [Elliptio],complanatus,-,Sol.,- - - - Unio [Elliptio] complanatus -,"Ponds Brook, Unionville, CT. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1909-05-24T00:00:00Z,1909-05-24,
24155,,2951,2,Malacology,-,-,-,-,Margaritana,margaritifera,-,Linne.,- - - - Margaritana margaritifera -,"Ponds Brook, Unionville, CT. [Connecticut]",Unionville,Hartford,Connecticut,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,F.C. Baker,Frank Collins Baker,1909-05-24T00:00:00Z,1909-05-24,
