Catalog Number,Collection Number,Accession Number,Number of Specimens,Collection,Phylum,Class,Order,Family,Name: Genus,Name: Species,Name: Subspecies,Name: Author,Identification,Locality,City,County,State,Country,Sex,Age,Received From,Received From (formatted),Collected By,Collected By (formatted),Date of Collection,Date of Collection (formatted),Remarks
25048,,3042,10,Malacology,-,-,-,-,Unio [Elliptio],gibbosus [dilatata],-,Barnes,- - - - Unio [Elliptio] gibbosus [dilatata] -,"1402 feet, N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,adult,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25049,,3042,1,,-,-,-,-,Gravel,-,-,,- - - - Gravel - -,"1402 feet, N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25050,,3042,5,Malacology,-,-,-,-,Quadrula [Amblema],undata,-,Barnes,- - - - Quadrula [Amblema] undata -,"1402 feet, N. Foster Ave.  [Chicago, Illinois]",Chicago,Cook,Illinois,United States of America,,adult,Natural History Survey,Natural History Survey,F.C. Baker,Frank Collins Baker,,,"Stratum VIII; Station IX; Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911."
25051,"Exchange #13,14",3186,2,Malacology,-,-,-,-,Lampsilis,ventricosa,-,Barnes,- - - - Lampsilis ventricosa -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,"female, male",adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25052,"Exchange #3,6,7",3186,9,Malacology,-,-,-,-,Lampsilis [Venustaconcha],ellipsiformis,-,Conrad,- - - - Lampsilis [Venustaconcha] ellipsiformis -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, immature",Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25053,,3186,1,Malacology,-,-,-,-,Lampsilis [Villosa],iris,-,Lea,- - - - Lampsilis [Villosa] iris -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25054,Exchange #2,3186,1,Malacology,-,-,-,-,Strophitis,edentulus,-,Say,- - - - Strophitis edentulus -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25055,Exchange #1,3186,4,Malacology,-,-,-,-,Andonta [Pyganodon],grandis,-,Say,- - - - Andonta [Pyganodon] grandis -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young",Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25056,Exchange #15,3186,1,Malacology,-,-,-,-,Andonta [Pyganodon],grandis,gigantea,Lea,- - - - Andonta [Pyganodon] grandis gigantea,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,immature,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25057,,3186,1,Malacology,-,-,-,-,Anodontoides,ferussacianus,-,Lea,- - - - Anodontoides ferussacianus -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25058,,3186,2,Malacology,-,-,-,-,Anodontoides,ferussacianus,var. subcylindraceus,Lea,- - - - Anodontoides ferussacianus var. subcylindraceus,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25059,Exchange #11,3186,2,Malacology,-,-,-,-,Symphynota [Lasmigona],costata,-,Raf.,- - - - Symphynota [Lasmigona] costata -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25060,Exchange #10,3186,2,Malacology,-,-,-,-,Alasmidonta,marginata,-,Say,- - - - Alasmidonta marginata -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25061,,3186,5,Malacology,-,-,-,-,Unio [Elliptio],gibbosus [dilatata],-,Barnes,- - - - Unio [Elliptio] gibbosus [dilatata] -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25062,"Exchange #12,4,5,8,9",3186,9,Malacology,-,-,-,-,Pleurobema,coccinea [sintoxia],-,Conrad,- - - - Pleurobema coccinea [sintoxia] -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25063,,3186,2,Malacology,-,-,-,-,Physa,ancillaria,warreniana,Lea,- - - - Physa ancillaria warreniana,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young",Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25064,,3186,11,Malacology,-,-,-,-,Campeloma,integra [decisum],-,DeKay,- - - - Campeloma integra [decisum] -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young",Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25065,,3186,6,Malacology,-,-,-,-,Succinea,ovalis,-,Say,- - - - Succinea ovalis -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young",Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25066,,3186,1,Malacology,-,-,-,-,Succinea,avara,-,Say,- - - - Succinea avara -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,young,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25067,,3186,5,Malacology,-,-,-,-,Polygyra [Euchemotrema],monodon,-,Rackett,- - - - Polygyra [Euchemotrema] monodon -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25068,,3186,2,Malacology,-,-,-,-,Pyramidula [Anguispira],alternata,-,Say,- - - - Pyramidula [Anguispira] alternata -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young",Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25069,,3186,10,Malacology,-,-,-,-,Pyramidula [Discus],cronkhitei,anthonyi,Pilsbry,- - - - Pyramidula [Discus] cronkhitei anthonyi,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25070,,3186,3,Malacology,-,-,-,-,Vitrea,hammonis,-,StrÃ¶m,- - - - Vitrea hammonis -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25071,,3186,1,Malacology,-,-,-,-,Zonitoides,arborea [arboreus],-,Say,- - - - Zonitoides arborea [arboreus] -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25072,,3186,4,Malacology,-,-,-,-,Strobilops,affinis,-,Pilsbry,- - - - Strobilops affinis -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25073,,3186,8,Malacology,-,-,-,-,Sphaerium,striatinum,-,Lam,- - - - Sphaerium striatinum -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25074,,3186,3,Malacology,-,-,-,-,Sphaerium,occidentale,-,Prime,- - - - Sphaerium occidentale -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25075,,3186,1,,-,-,-,-,Zonitoides,nitida,-,MÃ¼ller,- - - - Zonitoides nitida -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,immature,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25076,,3186,2,Malacology,-,-,-,-,Planorbis,exacuous,-,Say,- - - - Planorbis exacuous -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,immature,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25077,,3186,3,Malacology,-,-,-,-,Planorbis,parvus,-,Say,- - - - Planorbis parvus -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25078,,3186,1,Malacology,-,-,-,-,Planorbis,hirsutus,-,,- - - - Planorbis hirsutus -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,young,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25079,,3186,6,Malacology,-,-,-,-,Bifidaria [Gastrocopta],contracta,-,Say,- - - - Bifidaria [Gastrocopta] contracta -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25080,,3186,1,Malacology,-,-,-,-,Bifidaria [Gastrocopta],armifera,-,Say,- - - - Bifidaria [Gastrocopta] armifera -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,Exchange H.A. MacCurdy,H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25081,,3186,9,Malacology,-,-,-,-,Lymnaea,abrussa,-,Say,- - - - Lymnaea abrussa -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25082,,3186,1,Malacology,-,-,-,-,Pomatiopsis,lapidaria,-,Say,- - - - Pomatiopsis lapidaria -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25083,,3186,1,Malacology,-,-,-,-,Amnicola,limosa,[limosa],Say,- - - - Amnicola limosa [limosa],"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25084,,3186,1,Malacology,-,-,-,-,Campeloma,milesii [decisum],-,Lea,- - - - Campeloma milesii [decisum] -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,immature,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25085,,3186,5,Malacology,-,-,-,-,Campeloma,subsolida [subsolidum],-,Anthony,- - - - Campeloma subsolida [subsolidum] -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25086,,3186,5,Malacology,-,-,-,-,Polygyra [Neohelix],albolabris,-,Say,- - - - Polygyra [Neohelix] albolabris -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25087,,3186,3,Malacology,-,-,-,-,Polygyra [Webbhelix],multilineata,-,Say,- - - - Polygyra [Webbhelix] multilineata -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25088,,3186,1,Malacology,-,-,-,-,Polygyra [Xolotrema],palliata,-,Say,- - - - Polygyra [Xolotrema] palliata -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25089,,3186,1,Malacology,-,-,-,-,Polygyra [Mesodon],thyroidus,-,Say,- - - - Polygyra [Mesodon] thyroidus -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25090,,3186,5,Malacology,-,-,-,-,Polygyra [Neohelix],albolabris,maritima,Pilsbry,- - - - Polygyra [Neohelix] albolabris maritima,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25091,,3186,1,Malacology,-,-,-,-,Omphalina [Mesomphix],fuliginosa,-,Griffith,- - - - Omphalina [Mesomphix] fuliginosa -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,immature,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25092,,3186,6,Malacology,-,-,-,-,Planorbis,trivolvis,-,Say,- - - - Planorbis trivolvis -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25093,,3186,2,Malacology,-,-,-,-,Planorbis,bicarinatus,-,Say,- - - - Planorbis bicarinatus -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25094,,3186,3,Malacology,-,-,-,-,Goniobasis [Elimia],livescens,-,Menke,- - - - Goniobasis [Elimia] livescens -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25095,,3186,6,Malacology,-,-,-,-,Amnicola [Cincinnatia],cincinnatiensis,-,Lea,- - - - Amnicola [Cincinnatia] cincinnatiensis -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25096,,3186,1,Malacology,-,-,-,-,Amnicola [Marstonia],lustrica,-,Pilsbry,- - - - Amnicola [Marstonia] lustrica -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25097,,3186,1,Malacology,-,-,-,-,Valvata,tricarinata,-,Say,- - - - Valvata tricarinata -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25098,,3186,3,Malacology,-,-,-,-,Planorbis,campanulatus,-,Say,- - - - Planorbis campanulatus -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25099,,3186,4,Malacology,-,-,-,-,Physa,walkeri,-,Crandall,- - - - Physa walkeri -,"Pine River, near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, immature","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25100,,3186,6,Malacology,-,-,-,-,Physa,gyrina,-,Say,- - - - Physa gyrina -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, immature","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25101,,3186,12,Malacology,-,-,-,-,Aplexa [Sibirenauta],hypnorum [elongatus],-,Linne,- - - - Aplexa [Sibirenauta] hypnorum [elongatus] -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, immature","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25102,,3186,3,Malacology,-,-,-,-,Planorbis,trivolvis,-,Say,- - - - Planorbis trivolvis -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25103,,3186,1,Malacology,-,-,-,-,Planorbis,parvus,-,Say,- - - - Planorbis parvus -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25104,,3186,7,Malacology,-,-,-,-,Segmentina,armigera,-,Say,- - - - Segmentina armigera -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25105,,3186,3,Malacology,-,-,-,-,Sphaerium,occidentale,-,Prime,- - - - Sphaerium occidentale -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25106,,3186,1,Malacology,-,-,-,-,Musculium,partumeium,-,Say,- - - - Musculium partumeium -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25107,,3186,6,Malacology,-,-,-,-,Lymnaea,elodes,-,Say,- - - - Lymnaea elodes -,"Woods near Alma, Mich.  [Michigan]",,,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25108,,3186,4,Malacology,-,-,-,-,Planorbis,campanulatus,-,Say,- - - - Planorbis campanulatus -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25109,,3186,4,Malacology,-,-,-,-,Planorbis,deflectus,-,Say,- - - - Planorbis deflectus -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25110,,2955,5,Malacology,-,-,-,-,Lyogyrus,pupoidea,-,Gould,- - - - Lyogyrus pupoidea -,"ice pond near Dedham, Mass.  [Massachusetts]",,,Massachusetts,United States of America,,adult,Academy collecting,Chicago Academy of Sciences,Frank C. Baker,Frank Collins Baker,2017-06-09T00:00:00Z,1917-06-09,
25111,,3186,8,Malacology,-,-,-,-,Valvata,tricarinata,-,Say,- - - - Valvata tricarinata -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,immature,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25112,,3186,7,Malacology,-,-,-,-,Amnicola [Cincinnatia],cincinnatiensis,-,Lea,- - - - Amnicola [Cincinnatia] cincinnatiensis -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,"adult, young","H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25113,,3186,11,Malacology,-,-,-,-,Amnicola [Marstonia],lustrica,-,Pilsbry,- - - - Amnicola [Marstonia] lustrica -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25114,,3186,2,Malacology,-,-,-,-,Anodonta [Alasmidonta],marginata,-,Say,- - - - Anodonta [Alasmidonta] marginata -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25115,,3186,1,Malacology,-,-,-,-,Physa,ancillaria,warreniana,Lea,- - - - Physa ancillaria warreniana,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,young,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25116,,3186,2,Malacology,-,-,-,-,Lymnaea,stagnalis,appressa,Say,- - - - Lymnaea stagnalis appressa,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,immature,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25117,,3186,2,Malacology,-,-,-,-,Campeloma,subsolida [subsolidum],-,Anthony,- - - - Campeloma subsolida [subsolidum] -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,immature,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25118,,3186,3,Malacology,-,-,-,-,Sphaerium,simile,-,Say,- - - - Sphaerium simile -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25119,,3186,1,Malacology,-,-,-,-,Sphaerium,rhomboideum,-,Say,- - - - Sphaerium rhomboideum -,"Half Moon Lake, Alma, Mich.  [Michigan]",Alma,Gratiot,Michigan,United States of America,,adult,"H.A. MacCurdy, Exchange",H. A. MacCurdy,H.A. MacCurdy,H. A. MacCurdy,Summer 1909,summer 1909,
25120,,3187,1,,-,-,-,-,Passer,domesticus,-,Linne,- - - - Passer domesticus -,"New Haven, Conn.  [Connecticut]",New Haven,New Haven,Connecticut,United States of America,female,adult,McCormick Jewett,McCormick Jewett,McCormick Jewett,McCormick Jewett,1909-01-29T00:00:00Z,1909-01-29,partial albino
25121,429,2921,6,Malacology,-,-,-,-,Pachycheilus,pila,-,P and H,- - - - Pachycheilus pila -,"Tamosopo River, above Natural Bridge, Mexico",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,1908-9,1908 to 1909,
25122,431,2921,36,Malacology,-,-,-,-,Pachycheilus,pila,-,P and H,- - - - Pachycheilus pila -,"Tamosopo River, below Natural Bridge, Mexico",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,1908-9,1908 to 1909,Topotypes
25123,440,2921,10,Malacology,-,-,-,-,Pachycheilus,pila,-,P and H,- - - - Pachycheilus pila -,"Tamosopo Sugar Co's plantation, on tributary to Tamosopo River, Mex. [Mexico]",,,,Mexico,,"adult, young",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25124,439,2921,14,Malacology,-,-,-,-,Pachycheilus,pila,-,P and H,- - - - Pachycheilus pila -,"Tamosopo Sugar Co's plantation, on tributary to Tamosopo River, Mex. [Mexico]",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25125,436,2921,19,Malacology,-,-,-,-,Pachycheilus,pila,pilula,P and H,- - - - Pachycheilus pila pilula,"Rill on mountain above banana plantation, Tamosopo River, Mex.  [Mexico]",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25126,432,2921,17,Malacology,-,-,-,-,Pachycheilus,tristis,-,P and H,- - - - Pachycheilus tristis -,"Tamosopo River, below Natural Bridge, Mexico",,,San Luis Potosi,Mexico,,"adult, young",Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25127,435,2921,2,Malacology,-,-,-,-,Pachycheilus,tristis,-,P and H,- - - - Pachycheilus tristis -,"Tamosopo River, above Natural Bridge, Mexico",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25128,407-408,2921,8,Malacology,-,-,-,-,Pachycheilus,moctezumensis,-,P and H,- - - - Pachycheilus moctezumensis -,"Moctezuma River, at ford south of Tampamolon, Mexico",,,San Luis Potosi,Mexico,,"adult, immature",Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25129,401,2921,25,Malacology,-,-,-,-,Pachycheilus,pleuristriatus,-,Say,- - - - Pachycheilus pleuristriatus -,"Coy River, Mexico",,,,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,
25130,422,2921,24,Malacology,-,-,-,-,Pachycheilus,pleuristriatus,longus,P and H,- - - - Pachycheilus pleuristriatus longus,"Ganina River, 3 miles SW. of San Dieguito, Mexico",,,San Luis Potosi,Mexico,,adult,Purchased,,A.A. Hinkley,A. A. Hinkley,,,Topotypes
25131,427,2921,9,Malacology,-,-,-,-,Pachycheilus,pleuristriatus,tamosopensis,P and H,- - - - Pachycheilus pleuristriatus tamosopensis,"Small stream north of mill of Tamosopo Sugar Co., Mexico",,,San Luis Potosi,Mexico,,"adult, young",Purchased,,A.A. Hinkley,A. A. Hinkley,1908-1909,1908 to 1909,Topotypes
