COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
309,ekrimmel,2017.10.12032,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,Sun Mar 26 00:00:00 CST 1905,1905-03-26,1905-03-26,"North America, United States, Indiana, Lake County","Hammond, Hessville, Wolf Lake",Wolf Lake,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-27). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
310,ekrimmel,2017.10.12033,,,,[CHAS:Mamm]2017.10,Myrmicinae,legacy,unknown,,Ant.,Sun Apr 23 00:00:00 CST 1905,1905-04-23,1905-04-23,"North America, United States, Indiana, Lake County","East Chicago, Indiana Harbor",Indiana Harbor,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-27). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
311,ekrimmel,2017.10.12034,,,,[CHAS:Mamm]2017.10,Myrmicinae,legacy,unknown,,Ant.,Sun Jul 23 00:00:00 CST 1905,1905-07-23,1905-07-23,"North America, United States, Indiana, Porter County",Pine,Pine,Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. EXHIBIT AND LOAN HISTORY: L2012.15, Insects an Enormous Diversity exhibit.  DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-27). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
312,ekrimmel,1904.2030.572,,,,[CHAS:Mamm]2030,Formicidae,legacy,unknown,,Ant.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
313,ekrimmel,2017.10.12035,,,,[CHAS:Mamm]2017.10,Formicidae,legacy,unknown,,Ant.,"""04 April 1998""",1998-04-04,1998-04-04,"North America, United States, Wisconsin, Dane County",3 mi NNW Mazomanie Wildlife Area,"Wisconsin: Dane Co., Mazomanie Wldlf Area, 3mi. NNW Mazomanie",Michael Portala,2017-02-25,unverified,,,,Allyson Alt,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Paul Francuch (2016-04-12). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Good. Legs drawn inward.,1,in collection,,verbatim collector,Allyson Alt,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,In ant hill near parking lot.,accepted place of collection
314,ekrimmel,1998.2.24,,,,[CHAS:Mamm]1998.2,Formicidae,legacy,unknown,,Ant.,"""27 April 1998""",1998-04-27,1998-04-27,"North America, United States, Wisconsin, Dane County","Madison, University of Wisconsin campus","Wisconsin: Dane Co., Madison, UW Campus",Michael Portala,2017-02-25,unverified,,,,Scott J. Wenthe,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Paul Francuch (2016-04-12). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair. All legs appear to be intact.,1,in collection,,verbatim collector,Scott J. Wenthe,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,Under landscaping stone.,accepted place of collection
315,ekrimmel,2017.10.12036,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
316,ekrimmel,2017.10.12037,,,,[CHAS:Mamm]2017.10,Formicinae,legacy,unknown,,Ant.,[no date recorded],1800,2018-01-22,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2017-02-25,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-07-28). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Poor.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
317,ekrimmel,2017.10.12038,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,[no date recorded],1800,2018-01-22,"North America, United States, New Mexico",no specific locality recorded,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-10). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),unchecked,1,missing,Not found 2017-05-20.,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
318,ekrimmel,2017.10.12039,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,Sun Sep 04 00:00:00 CST 1904,1904-04-04,1904-04-04,"North America, United States, Illinois, Cook County","Chicago, West Pullman",W. Pullman,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
319,ekrimmel,2017.10.12040,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,Sun Aug 20 00:00:00 CST 1905,1905-08-20,1905-08-20,"North America, United States, Illinois, Cook County",north Evanston,N. Evanston,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
320,ekrimmel,1990.1.88,,,,[CHAS:Mamm]1990.1,Agapostemon sp.,legacy,unknown,,Sweat Bee.,Sat Jul 30 00:00:00 CDT 1988,1988-07-30,1988-07-30,"North America, United States, Illinois, Cook County","Chicago, Lincoln Park Bird Sanctuary",LBPS,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
321,ekrimmel,2017.10.12041,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,Sun May 07 00:00:00 CST 1905,1905-05-07,1905-05-07,"North America, United States, Illinois, Lake County",Fort Sheridan,Fort Sheridan,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing head.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
322,ekrimmel,2017.10.12042,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,Sun Jun 11 00:00:00 CST 1905,1905-06-11,1905-06-11,"North America, United States, Illinois, Lake County",Fort Sheridan,Fort Sheridan,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
324,ekrimmel,2017.10.12043,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,Sun May 21 00:00:00 CST 1905,1905-05-21,1905-05-21,"North America, United States, Indiana, Porter County",Pine,Pine,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
325,ekrimmel,2017.10.12044,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,[no date recorded],1800,2018-01-22,"North America, United States, Massachusetts, Nantucket County, Nantucket Island",no specific locality recorded,Nantucket Island,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing head and frontmost 2 left legs.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
326,ekrimmel,2017.10.12045,,,,[CHAS:Mamm]2017.10,Agapostemon sp.,legacy,unknown,,Sweat Bee.,[no date recorded],1800,2018-01-22,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-03). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing head.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
327,ekrimmel,1904.2030.573,,,,[CHAS:Mamm]2030,Agapostemon sp.,legacy,unknown,,Sweat Bee.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),"Fair. Wings frayed, missing parts of 2 rearmost left legs.",1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
328,ekrimmel,2017.14.2357,95,original identifier,self,[CHAS:Mamm]2017.14,Agapostemon virescens,legacy,unknown,,Sweat Bee.,June 15 27,1927-06-15,1927-06-15,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
329,ekrimmel,2017.14.2358,101,original identifier,self,[CHAS:Mamm]2017.14,Agapostemon virescens,legacy,unknown,,Sweat Bee.,Aug 17 28,1928-08-17,1928-08-17,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
330,ekrimmel,2017.14.2359,100,original identifier,self,[CHAS:Mamm]2017.14,Agapostemon virescens,legacy,unknown,,Sweat Bee.,Sept 20 28,1928-09-20,1928-09-20,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
331,ekrimmel,2017.14.2360,94,original identifier,self,[CHAS:Mamm]2017.14,Agapostemon virescens,legacy,unknown,,Sweat Bee.,July 9 27,1927-07-09,1927-07-09,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
332,ekrimmel,2017.14.2361,98,original identifier,self,[CHAS:Mamm]2017.14,Agapostemon virescens,legacy,unknown,,Sweat Bee.,Sept 20 28,1928-09-20,1928-09-20,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
