COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1054,ekrimmel,1904.2030.587,,,,[CHAS:Mamm]2030,Polistes exclamans,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1055,ekrimmel,1904.2030.588,,,,[CHAS:Mamm]2030,Polistes exclamans,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-24). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1056,ekrimmel,1904.2030.589,,,,[CHAS:Mamm]2030,Polistes exclamans,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1057,ekrimmel,1904.2030.590,,,,[CHAS:Mamm]2030,Polistes exclamans,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1058,ekrimmel,1904.2030.591,,,,[CHAS:Mamm]2030,Polistes exclamans,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1059,ekrimmel,1904.2030.592,,,,[CHAS:Mamm]2030,Polistes exclamans,legacy,unknown,,Yellowjacket Wasp.,7:13-1904,1904-07-13,1904-07-13,"North America, United States, Iowa, Clayton County",McGregor,"McGregor, Iowa",Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Not entirely certain these specimens all belong to ACCN 2030. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-25). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair. Missing lower part of right middle leg.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1060,ekrimmel,2017.10.12388,,,,[CHAS:Mamm]2017.10,Polistes fuscatus pallipes,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1061,ekrimmel,2017.10.12389,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,8/1897,1897-08-01,1897-08-31,"North America, United States, Illinois, Iroquois County",Ridgeland,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1062,ekrimmel,1987.5.128,George Hulse-W3,collector number,self,[CHAS:Mamm]1987.5,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sat Jul 04 00:00:00 CDT 1987,1987-07-04,1987-07-04,"North America, United States, Illinois, Cook County","Chicago, Humboldt Park",Humboldt Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1063,ekrimmel,1987.5.129,George Hulse-W9,collector number,self,[CHAS:Mamm]1987.5,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sat Aug 01 00:00:00 CDT 1987,1987-08-01,1987-08-01,"North America, United States, Illinois, Cook County","Chicago, 1066 W North Ave",overlook 1066 W.N.,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",George Hulse-W12,collector number,self,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1064,ekrimmel,1990.1.104,,,,[CHAS:Mamm]1990.1,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sun Jul 09 00:00:00 CDT 1989,1989-07-09,1989-07-09,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1065,ekrimmel,2017.10.12390,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sat Aug 18 00:00:00 CDT 1990,1990-08-18,1990-08-18,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1066,ekrimmel,2017.10.12391,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sat Aug 18 00:00:00 CDT 1990,1990-08-18,1990-08-18,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1067,ekrimmel,2017.10.12392,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sun Sep 09 00:00:00 CDT 1990,1990-09-09,1990-09-09,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1068,ekrimmel,2017.10.12393,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Sun Sep 09 00:00:00 CDT 1990,1990-09-09,1990-09-09,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",Jackson Park,Michael Portala,2017-05-20,unverified,,,,George Hulse,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1069,ekrimmel,2017.10.12394,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois, McHenry County",McHenry,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,L. Melander,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,L. Melander,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1070,ekrimmel,2017.10.12395,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1071,ekrimmel,2017.10.12396,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Good.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1072,ekrimmel,2017.10.12397,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing abdomen.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1073,ekrimmel,2017.10.12398,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-17). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1074,ekrimmel,2017.10.12399,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1075,ekrimmel,2017.10.12400,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,W. E. Longley,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,W.E. Longley,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1076,ekrimmel,2017.10.12401,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, Illinois",northern Illinois,Northern Illinois,Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1077,ekrimmel,1945.4976.869,,,,[CHAS:Mamm]4976,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,7/14/1895,1895-07-14,1895-07-14,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1078,ekrimmel,1945.4976.870,,,,[CHAS:Mamm]4976,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,7/14/1895,1895-07-14,1895-07-14,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1079,ekrimmel,1945.4976.871,,,,[CHAS:Mamm]4976,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,7/14/1895,1895-07-14,1895-07-14,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1080,ekrimmel,1945.4976.872,,,,[CHAS:Mamm]4976,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,7/14/1895,1895-07-14,1895-07-14,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1081,ekrimmel,1945.4976.873,,,,[CHAS:Mamm]4976,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,7/14/1895,1895-07-14,1895-07-14,"North America, United States, Illinois, Cook County",Hinsdale,[transcribed directly into formatted locality fields],Michael Portala,2017-02-25,unverified,,,,F. M. Needham,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-07-19). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-02-25).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,F.M. Needham,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1082,ekrimmel,2017.14.2468,53,original identifier,self,[CHAS:Mamm]2017.14,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Aug 24 28,1928-08-24,1928-08-24,"North America, United States, Indiana, Lake County",Dunes Park,Dunes Park,Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Poor. Missing abdomen.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1083,ekrimmel,1904.2030.593,,,,[CHAS:Mamm]2030,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,7/1913,1913-07-01,1913-07-31,"North America, United States, Iowa, Clayton County",McGregor,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1084,ekrimmel,2017.10.12402,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, New York, Erie County",Buffalo,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1085,ekrimmel,2017.10.12403,,,,[CHAS:Mamm]2017.10,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,[no date recorded],1800,2018-01-22,"North America, United States, New York, Erie County",Buffalo,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. DATA HISTORY: Inventory catalogued/verified by Heather Arieti (2010-08-18). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,,,,,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1086,ekrimmel,2017.14.2469,51,original identifier,self,[CHAS:Mamm]2017.14,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Oct 10 28,1928-10-10,1928-10-10,"North America, United States, Pennsylvania, Allegheny County",North Park,North Park,Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1087,ekrimmel,2017.14.2470,50,original identifier,self,[CHAS:Mamm]2017.14,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Oct 10 28,1928-10-10,1928-10-10,"North America, United States, Pennsylvania, Allegheny County",North Park,North Park,Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
1088,ekrimmel,2017.14.2471,208,original identifier,self,[CHAS:Mamm]2017.14,Polistes fuscatus,legacy,unknown,,Yellowjacket Wasp.,Oct 8 28,1928-10-08,1928-10-08,"North America, United States, Pennsylvania, Allegheny County",North Pittsburgh,[transcribed directly into formatted locality fields],Michael Portala,2017-05-20,unverified,,,,Herbert C. Brun,collector,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match. Matched to accession during Arctos migration process, 2018, based on collector. DATA HISTORY: Inventory catalogued/verified by Michael Portala (2017-05-20). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2017-05-20).",,,,whole organism (pinned),Fair.,1,in collection,,verbatim collector,H. Brun,Erica Krimmel,2018-01-22,sex,not recorded,Erica Krimmel,2018-01-22,,,,,,accepted place of collection
