COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
179,ekrimmel,2017.15.771,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,"North America, United States, Colorado, Routt County",Steamboat Springs,"Steamboat Springs Colorado, USA",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,NEWBRYANT,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
546,ekrimmel,2017.15.772,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22104,1800,2018-01-25,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen; handwritten label.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,Black light.,accepted place of collection
637,ekrimmel,2017.15.773,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22095,1800,2018-01-25,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,Black light.,accepted place of collection
641,ekrimmel,2017.15.774,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VIII-24-56,1956-08-24,1956-08-24,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, L.I.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel (BL),Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
751,ekrimmel,2017.15.775,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,5-VII-1958,1958-07-05,1958-07-05,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, N.Y.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-05,,accepted place of collection
933,ekrimmel,2017.15.776,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,23-VI-1960,1960-06-23,1960-06-23,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-25). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Covered in moldy substance.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,Black light.,accepted place of collection
745,ekrimmel,2017.15.777,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Black Knight.,7/9/60,1960-07-07,1960-07-07,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,,accepted place of collection
932,ekrimmel,2017.15.778,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,11-VII-1960,1960-07-11,1960-07-11,"North America, United States, New York, Nassau County, Long Island, Long Island",Glen Head,"Glen Head, N.Y.",Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-25). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,Sutherland,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,unknown,2018-01-25,Black light.,accepted place of collection
567,ekrimmel,2017.15.779,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,VII-22-1964,1964-07-22,1964-07-22,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, N.Y.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
750,ekrimmel,2017.15.780,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,23-VII-1964,1964-07-23,1964-07-23,"North America, United States, New York, Nassau County, Long Island, Long Island",Old Brookville,"Old Brookville, N.Y.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1964-07-23,,accepted place of collection
791,ekrimmel,2017.15.781,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,22-VI-19,1900-06-22,1999-06-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-03). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,2018-01-25,,accepted place of collection
833,ekrimmel,2017.15.782,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran. Original note: det. JGF.,22-VI-19--,1900-06-22,1999-06-22,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,2018-01-25,,accepted place of collection
889,ekrimmel,2017.15.783,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,26-VI-19,1900-06-26,1999-06-26,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,2018-01-25,,accepted place of collection
594,ekrimmel,2017.15.784,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,28-VII-19,1900-07-28,1999-07-28,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
579,ekrimmel,2017.15.785,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,19-VIII-19,1900-08-19,1999-08-19,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
688,ekrimmel,2017.15.786,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,26908,1800,2018-01-25,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, N.Y.",Dawn R. Roberts,2015-08-19,unverified,V. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,V. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
687,ekrimmel,2017.15.787,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,IX-7-1955,1955-09-07,1955-09-07,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, N.Y.",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
944,ekrimmel,2017.15.788,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,19-VI-1956,1956-06-19,1956-06-19,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers body of specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1956-06-19,,accepted place of collection
949,ekrimmel,2017.15.789,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,28-VI-1956,1956-06-28,1956-06-28,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1956-06-28,,accepted place of collection
939,ekrimmel,2017.15.790,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,16-VIII-1957,1957-07-16,1957-07-16,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1957-07-16,,accepted place of collection
936,ekrimmel,2017.15.791,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,16-VIII-1957,1957-08-16,1957-08-16,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-25). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1957-08-16,,accepted place of collection
950,ekrimmel,2017.15.792,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,31-V-1958,1958-05-31,1958-05-31,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-05-31,,accepted place of collection
951,ekrimmel,2017.15.793,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,31-V-1958,1958-05-31,1958-05-31,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-05-31,,accepted place of collection
952,ekrimmel,2017.15.794,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,31-V-1958,1958-05-31,1958-05-31,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Right hindwing torn and displaced.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-05-31,,accepted place of collection
675,ekrimmel,2017.15.795,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,5-VI-1958,1958-06-05,1958-06-05,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
754,ekrimmel,2017.15.796,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,10-VI-1958,1958-06-10,1958-06-10,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-17). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-06-10,,accepted place of collection
942,ekrimmel,2017.15.797,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,18-VI-1958,1958-06-18,1958-06-18,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-06-18,,accepted place of collection
934,ekrimmel,2017.15.798,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,10-VII-1958,1958-07-10,1958-07-10,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-25). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. ,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-10,,accepted place of collection
948,ekrimmel,2017.15.799,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,26-VII-1958,1958-07-26,1958-07-26,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers body of specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-07-26,,accepted place of collection
937,ekrimmel,2017.15.800,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,12-VIII-1958,1958-08-12,1958-08-12,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-12,,accepted place of collection
935,ekrimmel,2017.15.801,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,14-VIII-1958,1958-08-14,1958-08-14,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-25). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Fair. ,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-14,,accepted place of collection
940,ekrimmel,2017.15.802,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,16-VIII-1958,1958-08-16,1958-08-16,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-16,,accepted place of collection
943,ekrimmel,2017.15.803,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,18-VIII-1958,1958-08-18,1958-08-18,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Poor. Moldy substance covers thorax and wings.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-08-18,,accepted place of collection
600,ekrimmel,2017.15.804,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,4-IX-1958,1958-09-04,1958-09-04,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),Fair. Moldy specimen.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
900,ekrimmel,2017.15.805,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,4-IX-1958,1958-09-04,1958-09-04,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-02-11). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Excellent.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-09-04,,accepted place of collection
812,ekrimmel,2017.15.806,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,30-IX-1958,1958-09-30,1958-09-30,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2013-09-24). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel BL,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1958-09-30,,accepted place of collection
947,ekrimmel,2017.15.807,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,25-VII-1959,1959-07-07,1959-07-07,"North America, United States, New York, Suffolk County, Long Island, Long Island",Riverhead,"Riverhead, L.I, New York",Dawn R. Roberts,2015-08-19,unverified,M. Semel,collector,CHAS:Ento,"INTERNAL NOTES: Originally found in museum freezer, 2013. DATA HISTORY: Inventory catalogued/verified by Lorraine Kells(2014-03-05). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).",whole organism (pinned),Good.,1,in collection,verbatim collector,M. Semel,Erica Krimmel,2018-01-25,sex,not recorded,unknown,2018-01-25,age class,adult,M. Semel,1959-07-07,,accepted place of collection
