COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
76,ekrimmel,2017.15.556,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
77,ekrimmel,2017.15.557,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
78,ekrimmel,2017.15.558,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
79,ekrimmel,2017.15.559,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
80,ekrimmel,2017.15.560,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
81,ekrimmel,2017.15.561,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
82,ekrimmel,2017.15.562,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
84,ekrimmel,2017.15.563,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
85,ekrimmel,2017.15.564,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
86,ekrimmel,2017.15.565,,,,[CHAS:Mamm]2017.15,Lepidoptera,legacy,unknown,,Lepidopteran.,,1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-08-19,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Inventory catalogued/verified by Julia Colby(2010-09-07). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2015-08-19).,whole organism (pinned),unchecked,1,in collection,,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
