AGENT_TYPE,PREFERRED NAME,MERGE_FORMAT,ORIGINAL_SPLIT,UNSPLIT
person,W. G. Neimyer,W. G. Neimyer,W.G. Neimyer,W.G. Neimyer
person,W. Gardiner Lynn,W. Gardiner Lynn,W. Gardiner Lynn,W. Gardiner Lynn
person,W. Gardiner Lynn,W. Gardiner Lynn,W. Gardiner Lynn,"W. Gardiner Lynn, John&#39;s Hopkins University"
person,W. Gardiner Lynn,W. Gardiner Lynn,W. Gardiner Lynn,AMBIGUOUS
person,William Gazlay,W. Gazlay,W. Gazlay,W. Gazlay & A. Filkins
person,W. Gooding,W. Gooding,W. Gooding,W. Gooding
person,William H. Ballou,W. H. Ballou,W.H. Ballou,W.H. Ballou
person,William H. Ballou,W. H. Ballou,W. H. Ballou,W.H. Ballou - Northwestern University
person,W. H. Barnes,W. H. Barnes,W.H. Barnes,W.H. Barnes
person,W. Harrison Bradley,W. H. Bradley,W.H. Bradley,W.H. Bradley
person,W. H. Bullou,W. H. Bullou,W.H. Bullou,"W.H. Bullou, Northwest University collection"
person,W. H. C. Elwell,W. H. C. Elwell,W.H.C. Elwell,W.H.C. Elwell
person,W. H. Cross,W. H. Cross,W.H. Cross,W.H. Cross
person,William H. Dall,W. H. Dall,W.H. Dall,W.H. Dall
person,W. H. Edwards,W. H. Edwards,W.H. Edwards,W.H. Edwards
person,W. H. Evans,W. H. Evans,W. H. Evans,W. H. Evans
person,W. H. Flick,W. H. Flick,W.H. Flick,W.H. Flick
person,W. H. Fluck,W. H. Fluck,W.H. Fluck,W.H. Fluck
person,unknown,W. H. G.,W.H.G,W.H.G
person,unknown,W. H. G. ,W.H.G.,W.H.G.
person,W. H. Higley,W. H. Higley,W. H. Higley,W. H. Higley
person,W. H. Holbrook maybe,W. H. Holbrook maybe,W.H. Holbrook maybe,W.H. Holbrook maybe
person,W. H. LaParde,W. H. LaParde,W.H. LaParde,W.H. LaParde
person,W. H. Leggett,W. H. Leggett,W.H. Leggett,W.H. Leggett
person,W. H. Osgood,W. H. Osgood,W.H. Osgood,W.H. Osgood
person,W. H. Over,W. H. Over,W.H. Over,AMBIGUOUS
person,W. H. Over,W. H. Over,W. H. Over,John S. Sigstad - W.H. Over Dakota Museum
person,W. H. Over,W. H. Over,W. H. Over,"John S. Sigstad -W.H. Over Dakota Museum, University of South Dakota"
person,W. H. Owen,W. H. Owen,W.H. Owen,W.H. Owen
person,W. H. Phelps,W. H. Phelps,W.H. Phelps,W.H. Phelps
person,unknown,W. H. S. ,W.H.S.,W.H.S.
person,Walter H. Schwebke,W. H. Schwebke,W.H. Schwebke,W.H. Schwebke
person,W. H. Seaman,W. H. Seaman,W.H.Seaman,W.H.Seaman
person,W. H. Seaman,W. H. Seaman,W.H. Seaman,W.H. Seaman
person,W. H. Seaman,W. H. Seaman,W. H. Seaman,W. H. Seaman
person,W. H. Sennett,W. H. Sennett,W.H. Sennett,W.H. Sennett
person,W. H. Stickel,W. H. Stickel,W.H. Stickel,W.H. Stickel
person,W. H. Stuart,W. H. Stuart,W.H. Stuart,"J.H.A., C.F., W.H. Stuart"
person,W. H. Stuart,W. H. Stuart,W.H. Stuart,W.H. Stuart
person,W. H. Stuart,W. H. Stuart,W.H. Stuart,AMBIGUOUS
person,W. H. Summers,W. H. Summers,W.H. Summers,W.H. Summers
person,W. H. Trescot,W. H. Trescot,W.H. Trescot,W.H. Trescot
person,W. H. Wagner,W. H. Wagner,W.H. Wagner,W.H. Wagner
person,W. H. Woodin,W.H. Woodin III,W.H. Woodin III,W.H. Woodin III
person,William Habich,W. Habich,W. Habich,W. Habich
person,W. Hainersby,W. Hainersby,W. Hainersby,W. Hainersby
person,W. Hammersley,W. Hamersley,W. Hamersley,W. Hamersley
person,W. Hammersley,W. Hammersley,W. Hammersley,W. Hammersley
person,W. Harrison Bradley,W. Harrison Bradley,W. Harrison Bradley,W. Harrison Bradley
person,W. I. Beecher,W. I. Beecher,W.I. Beecher,W.I. Beecher
person,William I. Lyon,W. I. Lyon,W.I. Lyon,Saskatchewan Provincial Museum / W.I. Lyon
person,William I. Lyon,W. I. Lyon,W.I. Lyon,W.I. Lyon
person,William I. Lyon,W. I. Lyon,W.I. Lyon,W.I. Lyon / Alfed M. Bailey
person,William I. Lyon,W. I. Lyon,W.I. Lyon,AMBIGUOUS
person,William I. Lyon,W. I. Lyon,W. I. Lyon,W. I. Lyon
person,W. I. Lyon,W. I. Lyon,W. I Lyon,W. I Lyon
person,unknown,W. J. B. ,W.J.B.,W.J.B.
person,William J. Beecher,W. J. Beecher,W.J. Beecher,"Content consultant: W.J. Beecher, Ph.D., Director, The Chicago Academy of Sciences"
person,William J. Beecher,W. J. Beecher,W.J. Beecher,W.J. Beecher
person,William J. Beecher,W. J. Beecher,W.J. Beecher,W.J. Beecher/ Scott Craig?
person,William J. Beecher,W. J. Beecher,W.J. Beecher,AMBIGUOUS
person,William J. Beecher,W. J. Beecher,W. J. Beecher,W. J. Beecher
person,W. J. Chamberlain,W. J. Chamberlain,W.J. Chamberlain,W.J. Chamberlain
person,W. J. Coxey,W. J. Coxey,W. J. Coxey,W. J. Coxey
person,W. J. Folk,W. J. Folk,W.J. Folk,W.J. Folk
person,W. J. Gerhard,W. J. Gerhard,W.J.Gerhard,W.J.Gerhard
person,W. J. Gertsch,W. J. Gertsch,W.J. Gertsch,D.C. Lowrie & W.J. Gertsch
person,W. J. Gertsch,W. J. Gertsch,W.J. Gertsch,W.J. Gertsch
person,W. J. Gertsch,W. J. Gertsch,W.J. Gertsch,AMBIGUOUS
person,W. J. Gertsch,W. J. Gertsch,W. J. Gertsch,D. Footle W.J. Gertsch
person,W. J. Knowlton,W. J. Knowlton,W.J. Knowlton,W.J. Knowlton
person,W. J. Laurence,W. J. Laurence,W.J. Laurence,W.J. Laurence
person,W. J. Laurence,W. J. Laurence,W. J. Laurence,W. J. Laurence
person,W. J. Lawrence,W.J. Lawrence,W.J. Laurence W.J. Lawrence,W.J. Laurence W.J. Lawrence
person,W. J. Laurence,W. J. Lawrence,W.J. Lawrence,W.J. Lawrence
person,W. J. Laurence,W. J. Lawrence,W. J. Lawrence,W. J. Lawrence
person,W. J. Sanger,W. J. Sanger,W.J. Sanger,W.J. Sanger
person,W. K. Ackerman,W. K. Ackerman,W.K. Ackerman,W.K. Ackerman
person,W. K. Flick,W. K. Flick,W.K. Flick,W.K. Flick
person,William K. Higley,W. K. Higley,W.K.Higley,W.K.Higley
person,William K. Higley,W. K. Higley,W.K. Higley,W.K. Higley
person,William K. Higley,W. K. Higley,W. K. Higley,"C.M. Higginson
W.K. Higley"
person,William K. Higley,W. K. Higley,W. K. Higley,W. K. Higley
person,W. K. Flick,W. K. Flick,W.K Flick,W.K Flick
person,W. Krivda,W. Krivda,W.Krivda,W.Krivda
person,W. L. Atkinson,W. L. Atkinson,W.L. Atkinson,C. Barlow & W.L. Atkinson
person,W. L. Brind,W. L. Brind,W.L. Brind,W.L. Brind
person,W. Leslie Burger,W. L. Burger,W.L. Burger,W.L. Burger
person,W. Leslie Burger,W. L. Burger,W.L. Burger,W.L. Burger and H. Hensley
person,W. Leslie Burger,W. L. Burger,W.L. Burger,AMBIGUOUS
person,W. L. Highley,W. L. Highley,W. L. Highley,W. L. Highley
person,W. L. Longley,W. L. Longley,W. L. Longley,W. L. Longley
person,William I. Lyon,W. L. Lyon,W.L. Lyon,W.L. Lyon
person,unknown,W. L. N.,W.L.N,W.L.N
person,Walter L. Necker,W. L. Necker,W.L. Necker,Gene Falck & W.L. Necker
person,Walter L. Necker,W. L. Necker,W.L. Necker,J.J. Mooney & W.L. Necker
person,Walter L. Necker,W. L. Necker,W.L. Necker,W.L. Necker
person,Walter L. Necker,W. L. Necker,W.L. Necker,AMBIGUOUS
person,Walter L. Necker,W. L. Necker,W. L. Necker,W. L. Necker
person,W. L. Preston,W. L. Preston,W.L. Preston,W.L. Preston
person,W. L. Tower,W. L. Tower,W.L. Tower,W.L. Tower
person,W. Leslie Burger,W. Leslie Burger,W. Leslie Burger,W. Leslie Burger
person,W. Letts,W. Letts,W. Letts,W. Letts
person,Walter L. Necker,W. L. Necker,W.L Necker,W.L Necker
person,Walter L. Necker,W. L. Necker,W. L Necker,W. L Necker
person,W. L. Shuster,W. L. Shuster,W.L Shuster,W.L Shuster
person,William C. Egan,W. m. C. Egan,W.m. C. Egan,W.m. C. Egan
person,W. M. Casby,W. M. Casby,W.M. Casby,W.M. Casby
person,W. M. Jarvis,W. M. Jarvis,W.M. Jarvis,W.M. Jarvis
person,W. M. Levens,W. M. Levens,W.M. Levens,W.M. Levens
person,W. M. Pierce,W. M. Pierce,W.M. Pierce,W.M. Pierce
person,W. Mackay,W. Mackay,W. Mackay,W. Mackay
person,W. S. Moffatt,W. Moffatt,W. Moffatt,W. Moffatt
person,W. N. Mertz,W. N. Mertz,W.N. Mertz,"F.R. Dickinson, W.N. Mertz"
person,Walter Necker,W. Necker,W. Necker,W. Necker
person,W. Otto Emerson,W. O. Emerson,W.O. Emerson,W.O. Emerson
person,Will Odell,W. Odell,W. Odell,W. Odell
person,W. Otto Emerson,W. Otto Emerson,W.Otto Emerson,W.Otto Emerson
person,W. P. Conant,W. P. Conant,W.P. Conant,W.P. Conant
person,W. P. Conant,W. P. Conant,W.P. Conant,"W.P. Conant, legit"
person,W. P. Conant,W. P. Conant,W.P. Conant,AMBIGUOUS
person,unknown,W. P. M. ,W.P.M.,W.P.M.
person,William F. Palsson,W. Palsson,W. Palsson,W. Palsson
person,W. Petersohn,W. Petersohn,W. Petersohn,W. Petersohn
person,W. R. Bauer,W. R. Bauer,W.R.Bauer,W.R.Bauer
person,W. R. Bauer,W. R. Bauer,W.R. Bauer,W.R. Bauer
person,W. R. Bauer,W. R. Bauer,W. R. Bauer,W. R. Bauer
person,W. Raine & son,W. Raine & son,W. Raine & son,W. Raine & son
person,W. Riley,W. Riley,W. Riley,W. Riley
person,W. Rohdenberg,W. Rohdenberg,W. Rohdenberg,W. Rohdenberg
person,W. Rohdenberg,W. Rohdenburg,W. Rohdenburg,W. Rohdenburg
person,W. Ropp,W. Ropp,W. Ropp,W. Ropp
person,W. Roxburg,W. Roxburg,W. Roxburg,W. Roxburg
person,unknown,W. S.,W. S.,W.S. for H.H. Bailey
person,W. S. Bates,W. S. Bates,W.S. Bates,W.S. Bates
person,W. S. Bates,W. S. Bates,W. S. Bates,W. S. Bates
person,W. S. Christopher,W. S. Chiristopher,W.S. Chiristopher,W.S. Chiristopher
person,W. S. Christopher,W. S. Chistopher,W. S. Chistopher,W. S. Chistopher
person,W. S. Christopher,W. S. Christopher,W.S. Christopher,W.S. Christopher
person,W. S. Christopher,W. S. Christopher,W. S. Christopher,W. S. Christopher
person,unknown,W. S. Christopher. ,W.S. Christopher.,W.S. Christopher.
person,W. S. Clayton,W. S. Clayton,W.S. Clayton,W.S. Clayton
person,W. S. Conant,W. S. Conant,W.S. Conant,W.S. Conant
person,W. S. Dickinson,W. S. Dickinson,W.S. Dickinson,W.S. Dickinson
person,W. S. Feeney,W. S. Feeney,W.S. Feeney,W.S. Feeney
person,Walter S. Melick,W. S. Melick,W.S. Melick,W.S. Melick
person,W. S. Moffatt,W. S. Moffatt,W.S. Moffatt,W.S. Moffatt
person,unknown,"W. S. Moffatt, M. D. ","W.S. Moffatt, M.D.","W.S. Moffatt, M.D."
person,W. S. Primley,W. S. Primley,W.S. Primley,W.S. Primley
person,W. S. Strode,W. S. Strode,W.S. Strode,W.S. Strode
person,W. S. Wood,W. S. Wood,W.S. Wood,W.S. Wood
person,W. S. Wood,W. S. Wood,W.S. Wood,W.S. Wood & Lt. F.J. Bryan
person,W. S. Wood,W. S. Wood,W.S. Wood,AMBIGUOUS
person,W. S. Wright,W. S. Wright,W.S. Wright,W.S. Wright
person,W. Schaus,W. Schaus,W. Schaus Collection,W. Schaus Collection
person,Walter Schlesinger,W. Schlesinger,W. Schlesinger,W. Schlesinger
person,W. Scott Lewis,W. Scott Lewis,W. Scott Lewis,W. Scott Lewis
person,W. Senn,W. Senn,W. Senn,W. Senn
person,W. Spreadborough,W. Spreadborough,W. Spreadborough,W. Spreadborough
person,W. Swart,W. Swart,W. Swart,W. Swart
person,W. C. Thietje,W. Thielge,W. Thielge,W. Thielge
person,W. C. Thietje,W. Thietje,W. Thietje,W. Thietje
person,W. C. Thietje,W. Thietle,W. Thietle,W. Thietle
person,W. W. Bayden,W. W. Bayden,W.W. Bayden,W.W. Bayden
person,William W. Borden,W. W. Borden,W.W.Borden,W.W.Borden
person,William W. Borden,W. W. Borden,W.W. Borden,W.W. Borden
person,William W. Borden,W. W. Borden,W.W. Borden,"W.W. Borden, presented by"
person,William W. Borden,W. W. Borden,W.W. Borden,AMBIGUOUS
person,William W. Borden,W. W. Borden,W. W. Borden,W. W. Borden
person,W. W. Borden,W. W. Bordeu,W.W. Bordeu,W.W. Bordeu
person,W. W. Brown,W. W. Brown,W.W. Brown,W.W. Brown
person,W. W. Brown Jr.,W. W. Brown Jr.,W.W. Brown Jr,"W.W. Brown, Jr."
person,W. W. C. Calkins,W. W. C. Calkins,W. W. C. Calkins,Dr. R.W. McIlvaine through W.W.C.Calkins
person,William W. Calkins,W. W. Calkin,W.W. Calkin,W.W. Calkin&#39;s Herbarium
person,William W. Calkins,W. W. Calkinbs,W.W. Calkinbs,W.W. Calkinbs
person,William W. Calkins,W. W. Calkins,W.W.Calkins,W.W.Calkins
person,William W. Calkins,W. W. Calkins,W.W. Calkins,W.W. Calkins
person,William W. Calkins,W. W. Calkins,W.W. Calkins,W.W. Calkins; A S Tiffany on tag
person,William W. Calkins,W. W. Calkins,W.W. Calkins,AMBIGUOUS
person,William W. Calkins,W. W. Calkins,W. W. Calkins,W. W. Calkins
person,unknown,W. W. Calkins. ,W.W. Calkins.,W.W. Calkins.
person,William W. Calkins,W.W. Calkins,W.W. Calkins Collection,W.W. Calkins Collection
person,William W. Calkins,W.W. Calkins,W.W. Calkins- from Catalog,W.W. Calkins- from Catalog
person,W. W. Calkins,W. W. Calkins Herbarium,W.W. Calkins Herbarium,W.W. Calkins Herbarium
person,William W. Calkins,W.W. Calkins,W.W. Calkins Herbarium Collection,W.W. Calkins Herbarium Collection
person,William W. Calkins,William W. Calkins,W.W. Calkins William W.,W.W. Calkins William W.
person,W. W. Campbell,W. W. Campbell,W.W. Campbell,W.W. Campbell
person,W. W. Cooper,W. W. Cooper,W.W. Cooper,W.W. Cooper
person,W. W. Fleming,W. W. Fleming,W.W. Fleming,W.W. Fleming
person,W. W. Marsh,W. W. Marsh,W.W. Marsh,W.W. Marsh
person,W. W. Newcomb,W. W. Newcomb,W.W. Newcomb,W.W. Newcomb
person,W. W. Price,W. W. Price,W.W. Price,Loy E Miller/W.W. Price/H.K. Coale
person,W. W. Price,W. W. Price,W.W. Price,W.W. Price
person,W. W. Price,W. W. Price,W.W. Price,W.W. Price/E.M. Nutting
person,W. W. Price,W. W. Price,W.W. Price,AMBIGUOUS
person,W. W. Price,W. W. Price,W. W. Price collection,W. W. Price collection
person,W. W. Wellfier,W. W. Wellfier,W.W. Wellfier,"S.S. Gregory, Jr.; brought in Jan. 1 by W.W. Wellfier"
person,Willis W. Worthington,W. W. Worthington,W.W. Worthington,W.W. Worthington
person,W. Watson & Sons,W. Watson & Sons,W. Watson & Sons,W. Watson & Sons
organization,W. Watson & Sons London,W. Watson & Sons London,W. Watson & Sons London,"W. Watson & Sons London, 313 High Holborn"
person,Walter Wheeler,W. Wheeler,W. Wheeler,G.B. Grant & W. Wheeler
person,Walter Wheeler,W. Wheeler,W. Wheeler,"G.B. Grant, W. Wheeler"
person,Walter Wheeler,W. Wheeler,W. Wheeler,AMBIGUOUS
person,Willis W. Worthington,W. Worthington,W. Worthington,W. Worthington
person,Wallace F. Worthley,W. Worthley,W. Worthley,W. Worthley
person,unknown,W. A. B.,WAB,WAB
person,W. A. Beuan,W. A. Beuan,W A Beuan,W A Beuan
person,PLACEHOLDER,W. A. Bevan,W A Bevan,H K Gloyd & W A Bevan
person,PLACEHOLDER,W. A. Bevan,W A Bevan,R A Edgren & W A Bevan
person,PLACEHOLDER,W. A. Bevan,W A Bevan,W A Bevan
person,PLACEHOLDER,W. A. Bevan,W A Bevan,AMBIGUOUS
person,unknown,Wade,Wade,Wade and Butcher
person,unknown,Walbridge,Walbridge,Walbridge & Moore
person,unknown,Walcot,Walcot,Walcot
person,unknown,Walcott,Walcott,Walcott
person,unknown,Walker,Walker,Walker
person,unknown,Walker,Walker Collection,Walker Collection
person,Wallace Evans,Wallace Evans,Wallace Evans,Wallace Evans
person,Wallace F. Worthley,Wallace F. Worthley,Wallace F. Worthley,Wallace F. Worthley
person,Wallace W. Atwood,Wallace W. Atwood,Wallace W. Atwood,Wallace W. Atwood
organization,Waller High School,Waller High School,Waller High School,Waller High School
person,Wallis Campbell,Wallis Campbell,Wallis Campbell,Wallis Campbell
person,Walter A. Goelitz,Walter A. Goelitz,Walter A. Goelitz,Walter A. Goelitz
person,Walter A. LaBuy,Walter A. LaBuy,Walter A. LaBuy,Walter A. LaBuy
person,Walter A. Weber,Walter A. Weber,Walter A. Weber,Walter A. Weber
person,Walter Auffenberg,Walter Auffenberg,Walter Auffenberg,Walter Auffenberg and A.B. Grobman
person,Walter A. Weber,Walter A. Weber,Walter A Weber,Walter A Weber
organization,Walter Baker Company,Walter Baker Company,Walter Baker Co.,Walter Baker Co.
person,Walter Brandler,Walter Brandler,Walter Brandler,Walter Brandler
person,Walter Carrow,Walter Carrow,Walter Carrow,Walter Carrow and Frank Schumacker
person,Walter Dreuth,Walter Dreuth,Walter Dreuth,Walter Dreuth
person,Walter Fisher,Walter Fisher,Walter Fisher,Walter Fisher
person,Walter H. Lee,Walter H. Lee,Walter H. Lee,Walter H. Lee & Co.
person,Walter H. Schwebke,Walter H. Schwebke,Walter H. Schwebke,Walter H. Schwebke
person,Walter J. Leach,Walter J. Leach,Walter J. Leach,Walter J. Leach
person,Walter Koelz,Walter Koelz,Walter Koelz,Walter Koelz
person,Walter L. Necker,Walter L. Necker,Walter L. Necker,Walter L. Necker
person,Walter A. LaBuy,Walter LaBuy,Walter LaBuy,Walter LaBuy
person,Walter Necker,Walter Necker,Walter Necker,R.V. Komarek & Walter Necker
person,Walter Necker,Walter Necker,Walter Necker,University of Chicago & Walter Necker & Chicago Academy of Sciences Museum Collecting
person,Walter Necker,Walter Necker,Walter Necker,Walter Necker
person,Walter Necker,Walter Necker,Walter Necker,AMBIGUOUS
person,Walter P. Hill,Walter P. Hill,Walter P. Hill,Walter P. Hill
person,Walter Raine,Walter Raine,Walter Raine,Walter Raine
person,unknown,Walters,Walters,Walters & Lambert
person,Walter S. Lucas,Walter S. Lucas,Walter S. Lucas,Walter S. Lucas
person,Walter S. Melick,Walter S. Melick,Walter S. Melick,Walter S. Melick
person,Walter Sawyer,Walter Sawyer,Walter Sawyer,Walter Sawyer
person,Walter Schlesinger,Walter Schlesinger,Walter Schlesinger,Walter Schlesinger
person,Walter Schoben,Walter Schoben,Walter Schoben,Walter Schoben
person,Walter H. Schwebke,Walter Schwebke,Walter Schwebke,Walter Schwebke
person,Walter Sommers,Walter Sommers,Walter Sommers,Walter Sommers
person,Walter Stille,Walter Stille,Walter Stille,Walter Stille
person,Walter T. Stille,Walter Stille Jr. ,Walter Stille Jr.,Walter Stille Jr.
person,Walter T. Stille,Walter T. Stille Jr.,Walter T. Stille Jr.,Walter T. Stille Jr.
person,W. C. Thietje,Walter Thietje,Walter Thietje,Walter Thietje University of Iowa
person,W. C. Thietje,Walter Thietje,Walter Thietje,Walter Thietje
person,Walter A. Weber,Walter Weber,Walter Weber,Walter Weber
person,Walter Wheeler,Walter Wheeler,Walter Wheeler,Walter Wheeler
person,W. A. Marsh,W. A. Marsh,WA Marsh,W W Marsh; WA Marsh
person,William A. Phillips,W. A. Phillips,W A Phillips,W A Phillips
