COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DET_METH_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DET_METH_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
50,ekrimmel,13635.1,[CHAS:Mamm]1100,,,,Neaethus vitripennis,legacy,unknown,,,5/9/1879,1879-05-09,1879-05-09,"North America, United States, California, Madera County",Fresno Flats [Oakhurst],FROM SPECIMEN: Fresno Flats [Now Oakhurst]; FROM ORIGINAL CATALOG BOOK: Cal.,Michelle Hauer,2016-07-19,unverified,3500,3500,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13635, 13635-a,b,c) has been split into three separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,2,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,male,parsed from verbatim,2017-10-11,Erica Krimmel,sex,female,2017-10-11,parsed from verbatim,Erica Krimmel,,accepted place of collection
49,ekrimmel,13635.2,[CHAS:Mamm]1100,,,,Neaethus vitripennis,legacy,unknown,,,4/4/1879,1879-04-04,1879-04-04,"North America, United States, California, Los Angeles County",Los Angeles,FROM ORIGINAL CATALOG BOOK: Cal.,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13635, 13635-a,b,c) has been split into three separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
48,ekrimmel,13635.3,[CHAS:Mamm]1100,,,,Neaethus vitripennis,legacy,unknown,,,3/26/1879,1879-03-26,1879-03-26,"North America, United States, California, Los Angeles County",Santa Monica,FROM ORIGINAL CATALOG BOOK: Cal.,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13635, 13635-a,b,c) has been split into three separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
52,ekrimmel,13666,[CHAS:Mamm]1100,,,,Clastoptera proteus,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois; FROM ORIGINAL CATALOG BOOK: N. Ill.,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,whole organism (pinned),unchecked,2,missing,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
54,ekrimmel,13667.1,[CHAS:Mamm]1100,,,,Clastoptera obtusa,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, New York",no specific locality recorded,"FROM SPECIMEN: N.Y.; FROM ORIGINAL CATALOG BOOK: N.Y., Wis., N. Ill.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13667, 13667-a,b,c) has been divided into three separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,4,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
56,ekrimmel,13667.2,[CHAS:Mamm]1100,,,,Clastoptera obtusa,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Wisconsin",no specific locality recorded,"FROM SPECIMEN: Wisc.; FROM ORIGINAL CATALOG BOOK: N.Y., Wis., N. Ill.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13667, 13667-a,b,c) has been divided into three separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
53,ekrimmel,13667.3,[CHAS:Mamm]1100,,,,Clastoptera obtusa,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",northern Illinois,"FROM SPECIMEN: Northern Illinois; FROM ORIGINAL CATALOG BOOK: N.Y., Wis., N. Ill.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13667, 13667-a,b,c) has been divided into three separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
57,ekrimmel,13668,[CHAS:Mamm]1100,,,,Clastoptera xanthocephala,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Texas",no specific locality recorded,FROM ORIGINAL CATALOG BOOK: Texas,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
62,ekrimmel,13669.1,[CHAS:Mamm]1100,,,,Aphrophora parallela,legacy,unknown,,,4/7/1879,1879-04-07,1879-04-07,"North America, United States, Arizona, Yuma County",no specific locality recorded,"FROM ORIGINAL CATALOG BOOK: Ariz., Wash., Col., Cal.",Michelle Hauer,2016-07-19,unverified,150,150,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13669, 13669-a,b,c,d,e) has been divided into five separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
61,ekrimmel,13669.2,[CHAS:Mamm]1100,,,,Aphrophora parallela,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Washington, Spokane County",Spokane,"FROM ORIGINAL CATALOG BOOK: Ariz., Wash., Col., Cal.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13669, 13669-a,b,c,d,e) has been divided into five separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
59,ekrimmel,13669.3,[CHAS:Mamm]1100,,,,Aphrophora parallela,legacy,unknown,,,6/3/1879,1879-06-03,1879-06-03,"North America, United States, Colorado, El Paso County",Manitou Springs,"FROM ORIGINAL CATALOG BOOK: Ariz., Wash., Col., Cal.",Michelle Hauer,2016-07-19,unverified,6124,6124,ft,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13669, 13669-a,b,c,d,e) has been divided into five separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
60,ekrimmel,13669.4,[CHAS:Mamm]1100,,,,Aphrophora parallela,legacy,unknown,,,5/1/1879,1879-05-01,1879-05-01,"North America, United States, California, Los Angeles County",Santa Monica,"FROM ORIGINAL CATALOG BOOK: Ariz., Wash., Col., Cal.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13669, 13669-a,b,c,d,e) has been divided into five separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
58,ekrimmel,13669.5,[CHAS:Mamm]1100,,,,Aphrophora parallela,legacy,unknown,,,3/23/1879,1879-03-23,1879-03-23,"North America, United States, California, Alameda County",Alameda,"FROM ORIGINAL CATALOG BOOK: Ariz., Wash., Col., Cal.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13669, 13669-a,b,c,d,e) has been divided into five separate entries according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
65,ekrimmel,13670.1,[CHAS:Mamm]1100,,,,Coelidia costalis,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Washington, Spokane County",Spokane,"FROM ORIGINAL CATALOG BOOK: Wash., Col., Minn.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13670, 13670-a,b,c) has been split into three separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,2,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
64,ekrimmel,13670.2,[CHAS:Mamm]1100,,,,Coelidia costalis,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Minnesota, Ramsey County",St. Paul,"FROM ORIGINAL CATALOG BOOK: Wash., Col., Minn.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13670, 13670-a,b,c) has been split into three separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
66,ekrimmel,13670.3,[CHAS:Mamm]1100,,,,Coelidia costalis,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Colorado",no specific locality recorded,"FROM SPECIMEN: Washington, Colorado, Minnesota; FROM ORIGINAL CATALOG BOOK: Wash., Col., Minn.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13670, 13670-a,b,c) has been split into three separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,missing,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
67,ekrimmel,13671,[CHAS:Mamm]1100,,,,Lepyronia quadrangularis,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, New York",no specific locality recorded,FROM ORIGINAL CATALOG BOOK: N.Y.,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
68,ekrimmel,13672,[CHAS:Mamm]1100,,,,Aphrophora quadrinotata,legacy,unknown,,,[no date recorded],1800,2017-10-11,"North America, United States, Illinois",no specific locality recorded,FROM ORIGINAL CATALOG BOOK: Illinois,Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,whole organism (pinned),unchecked,2,missing,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
70,ekrimmel,13673.1,[CHAS:Mamm]1100,,,,Coelidia {subfasciata},legacy,unknown,,,15-Jun,1800-06-15,2017-06-15,"North America, United States, Arkansas, Garland County",Hot Springs,"FROM ORIGINAL CATALOG BOOK: Ark., Wis., Tenn., Fla.",Michelle Hauer,2016-07-19,unverified,,,,Andrew Bolter,collector,,,CHAS:Ento,"INTERNAL NOTES: Accession number assigned during Arctos migration process, 2017. This record (CAS CN 13673, 13673-a,b,c,d,e) has been split into five separate records according to collecting location. Matched to original catalog book specimen and data incorporated (Erica Krimmel, 2017). DATA HISTORY: Inventory catalogued/verified by Robin Delapena (2009-09-01). Record last updated in Excel (prior to Arctos migration) by Michelle Hauer (2016-07-19).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Andrew Bolter,2017-10-11,Erica Krimmel,sex,not recorded,parsed from verbatim,2017-10-11,Erica Krimmel,,,,,,,accepted place of collection
