MATCH,Class,Order,Family,Genus,species,subspecies,form/variety,FullName,Currently Accepted?,Accepted Name,Original Name,irn
Pisidium adamsii,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,adamsii,,,"Pisidium (Cyclocalyx) adamsii Prime, 1852",No,"Pisidium adamsii Stimpson, 1851","Pisidium (Cyclocalyx) adamsii Prime, 1852",584489
Pisidium adamsii,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,adamsii,,,"Pisidium (Cyclocalyx) adamsii Stimpson, 1851",Yes,"Pisidium (Cyclocalyx) adamsii Stimpson, 1851","Pisidium (Cyclocalyx) adamsii Stimpson, 1851",584488
Pisidium adamsii,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,adamsii,,,"Pisidium adamsii Stimpson, 1851",Yes,"Pisidium adamsii Stimpson, 1851","Pisidium adamsii Stimpson, 1851",156632
Pisidium aequilaterale,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,aequilaterale,,,"Pisidium aequilaterale Prime, 1863",No,"Pisidium equilaterale Prime, 1852","Pisidium aequilaterale Prime, 1863",584617
Pisidium affine,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,affine,,,"Pisidium affine Sterki, 1901",No,"Pisidium adamsii Stimpson, 1851","Pisidium affine Sterki, 1901",584491
Pisidium albidum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,albidum,,,"Pisidium albidum Sterki, 1911",No,"Pisidium casertanum (Poli, 1791)","Pisidium albidum Sterki, 1911",584550
Pisidium alleni,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,alleni,,,"Pisidium alleni Sterki, 1912",No,"Pisidium casertanum (Poli, 1791)","Pisidium alleni Sterki, 1912",584552
Pisidium alpicola,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,alpicola,,,"Pisidium alpicola Suter, 1889",No,"Pisidium subtruncatum Malm, 1855","Pisidium alpicola Suter, 1889",584671
Pisidium altile,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,altile,,,"Pisidium altile Prime, 1852",No,"Pisidium compressum Prime, 1852","Pisidium altile Prime, 1852",584586
Pisidium amnicum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,amnicum,,,"Pisidium amnicum (O. F. Müller, 1774)",Yes,"Pisidium amnicum (O. F. Müller, 1774)","Tellina amnica O. F. Müller, 1774",168473
Pisidium amoenum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,amoenum,,,"Pisidium amoenum Herrington, 1954",No,"Pisidium nitidum Jenyns, 1832","Pisidium amoenum Herrington, 1954",584657
Pisidium amplum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,amplum,,,"Pisidium amplum Prime, 1860",No,"Pisidium casertanum (Poli, 1791)","Pisidium amplum Prime, 1860",584510
Pisidium anceps,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,anceps,,,"Pisidium anceps Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium anceps Herrington, 1954",584572
Pisidium apiculatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,apiculatum,,,"Pisidium apiculatum Sterki, 1922",No,"Pisidium subtruncatum Malm, 1855","Pisidium apiculatum Sterki, 1922",584672
Pisidium arcticum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,arcticum,,,"Pisidium arcticum Westerlund, 1883",No,"Pisidium casertanum (Poli, 1791)","Pisidium arcticum Westerlund, 1883",584517
Pisidium ashmuni,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,ashmuni,,,"Pisidium ashmuni Sterki, 1903",No,"Pisidium casertanum (Poli, 1791)","Pisidium ashmuni Sterki, 1903",584527
Pisidium atlanticum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,atlanticum,,,"Pisidium atlanticum Sterki, 1905",No,"Pisidium casertanum (Poli, 1791)","Pisidium atlanticum Sterki, 1905",584532
Pisidium bakeri,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,bakeri,,,"Pisidium bakeri F.C. Baker, 1898",No,"Pisidium amnicum (O. F. Müller, 1774)","Pisidium bakeri F.C. Baker, 1898",584496
Pisidium berryi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,berryi,,,"Pisidium berryi Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium berryi Herrington, 1954",584573
Pisidium capax,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,capax,,,"Pisidium capax Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium capax Herrington, 1954",584574
Pisidium casertanum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,casertanum,,,"Pisidium casertanum (Poli, 1791)",Yes,"Pisidium casertanum (Poli, 1791)","Cardium casertanum Poli, 1791",168474
Pisidium cicer,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,cicer,,,"Pisidium cicer Prime, 1854",No,"Pisidium variabile Prime, 1852","Pisidium cicer Prime, 1854",584677
Pisidium cinereum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,cinereum,,,"Pisidium cinereum Alder, 1838",No,"Pisidium casertanum (Poli, 1791)","Pisidium cinereum Alder, 1838",584498
Pisidium cinetum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,cinetum,,,"Pisidium cinetum Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium cinetum Herrington, 1954",584575
Pisidium coloradense,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,coloradense,,,"Pisidium coloradense Sterki, 1923",No,"Pisidium compressum Prime, 1852","Pisidium coloradense Sterki, 1923",584602
Pisidium columbianum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,columbianum,,,"Pisidium columbianum Sterki, 1913",No,"Pisidium casertanum (Poli, 1791)","Pisidium columbianum Sterki, 1913",584553
Pisidium complanatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,complanatum,,,"Pisidium complanatum Sterki, 1903",No,"Pisidium casertanum (Poli, 1791)","Pisidium complanatum Sterki, 1903",584528
Pisidium compressum arrosum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,arrosum,,"Pisidium compressum arrosum Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum arrosum Sterki, 1905",584588
Pisidium compressum confertum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,confertum,,"Pisidium compressum confertum Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum confertum Sterki, 1905",584589
Pisidium compressum contrarium,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,contrarium,,"Pisidium compressum contrarium Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum contrarium Sterki, 1905",584590
Pisidium compressum coosaense,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,coosaense,,"Pisidium compressum coosaense Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum coosaense Sterki, 1905",584591
Pisidium compressum illinoisense,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,illinoisense,,"Pisidium compressum illinoisense Sterki, 1916",No,"Pisidium compressum Prime, 1852","Pisidium compressum illinoisense Sterki, 1916",584598
Pisidium compressum laevigatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,laevigatum,,"Pisidium compressum laevigatum Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum laevigatum Sterki, 1905",584592
Pisidium compressum mutatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,mutatum,,"Pisidium compressum mutatum Sterki, 1922",No,"Pisidium compressum Prime, 1852","Pisidium compressum mutatum Sterki, 1922",584601
Pisidium compressum opacum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,opacum,,"Pisidium compressum opacum Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum opacum Sterki, 1905",584593
Pisidium compressum pellucidum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,pellucidum,,"Pisidium compressum pellucidum Sterki, 1916",No,"Pisidium compressum Prime, 1852","Pisidium compressum pellucidum Sterki, 1916",584599
Pisidium compressum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,,,"Pisidium compressum Prime, 1852",Yes,"Pisidium compressum Prime, 1852","Pisidium compressum Prime, 1852",156633
Pisidium compressum rostratum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,rostratum,,"Pisidium compressum rostratum Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum rostratum Sterki, 1905",584594
Pisidium compressum smithii,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,compressum,smithii,,"Pisidium compressum smithii Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium compressum smithii Sterki, 1905",584595
Pisidium concinnulum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,concinnulum,,,"Pisidium concinnulum Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium concinnulum Herrington, 1954",584576
Pisidium contortum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,contortum,,,"Pisidium contortum Prime, 1854",No,"Pisidium nitidum Jenyns, 1832","Pisidium contortum Prime, 1854",584639
Pisidium conventus,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,conventus,,,"Pisidium conventus Clessin, 1877",Yes,"Pisidium conventus Clessin, 1877","Pisidium conventus Clessin, 1877",156634
Pisidium cruciatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,cruciatum,,,"Pisidium cruciatum Sterki, 1895",Yes,"Pisidium cruciatum Sterki, 1895","Pisidium cruciatum Sterki, 1895",156635
Pisidium cuneiforme,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,cuneiforme,,,"Pisidium cuneiforme Sterki, 1903",No,"Pisidium casertanum (Poli, 1791)","Pisidium cuneiforme Sterki, 1903",584529
Pisidium curvatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,curvatum,,,"Pisidium curvatum Sterki, 1916",No,"Pisidium compressum Prime, 1852","Pisidium curvatum Sterki, 1916",584600
Pisidium danielsi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,danielsi,,,"Pisidium danielsi Sterki, 1903",No,"Pisidium casertanum (Poli, 1791)","Pisidium danielsi Sterki, 1903",584530
Pisidium decisum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,decisum,,,"Pisidium decisum Sterki, 1922",No,"Pisidium variabile Prime, 1852","Pisidium decisum Sterki, 1922",584684
Pisidium deflexum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,deflexum,,,"Pisidium deflexum Sterki, 1922",No,"Pisidium adamsii Stimpson, 1851","Pisidium deflexum Sterki, 1922",584494
Pisidium depressum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,depressum,,,"Pisidium depressum Herrington, 1954",No,"Pisidium ferrugineum Prime, 1852","Pisidium depressum Herrington, 1954",584630
Pisidium devium,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,devium,,,"Pisidium devium Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium devium Herrington, 1954",584577
Pisidium dispar,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,dispar,,,"Pisidium dispar Sterki, 1911",No,"Pisidium casertanum (Poli, 1791)","Pisidium dispar Sterki, 1911",584551
Pisidium dubium,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,dubium,,,"Pisidium dubium (Say, 1817)",Yes,"Pisidium dubium (Say, 1817)","Cyclas dubia Say, 1817",168475
Pisidium egregium,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,egregium,,,"Pisidium egregium Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium egregium Herrington, 1954",584578
Pisidium equilaterale,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,equilaterale,,,"Pisidium equilaterale Prime, 1852",Yes,"Pisidium equilaterale Prime, 1852","Pisidium equilaterale Prime, 1852",156636
Pisidium eyerdami,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,eyerdami,,,"Pisidium eyerdami Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium eyerdami Herrington, 1954",584579
Pisidium fabale,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fabale,,,"Pisidium fabale Sterki, 1916",No,"Pisidium casertanum (Poli, 1791)","Pisidium fabale Sterki, 1916",584559
Pisidium fallax boreale,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fallax,boreale,,"Pisidium fallax boreale Sterki, 1899",No,"Pisidium fallax Sterki, 1896","Pisidium fallax boreale Sterki, 1899",584619
Pisidium fallax errans,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fallax,errans,,"Pisidium fallax errans Sterki, 1905",No,"Pisidium fallax Sterki, 1896","Pisidium fallax errans Sterki, 1905",584621
Pisidium fallax mite,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fallax,mite,,"Pisidium fallax mite Sterki, 1905",No,"Pisidium fallax Sterki, 1896","Pisidium fallax mite Sterki, 1905",584622
Pisidium fallax pressum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fallax,pressum,,"Pisidium fallax pressum F.C. Baker, 1928",No,"Pisidium fallax Sterki, 1896","Pisidium fallax pressum F.C. Baker, 1928",584623
Pisidium fallax sepentrionale,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fallax,sepentrionale,,"Pisidium fallax sepentrionale Sterki, 1898",No,"Pisidium fallax Sterki, 1896","Pisidium fallax sepentrionale Sterki, 1898",584618
Pisidium fallax,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fallax,,,"Pisidium fallax Sterki, 1896",Yes,"Pisidium fallax Sterki, 1896","Pisidium fallax Sterki, 1896",156637
Pisidium ferrugineum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,ferrugineum,,,"Pisidium ferrugineum Prime, 1852",Yes,"Pisidium ferrugineum Prime, 1852","Pisidium ferrugineum Prime, 1852",156638
Pisidium fidalgoense,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fidalgoense,,,"Pisidium fidalgoense Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium fidalgoense Herrington, 1954",584580
Pisidium flexum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,flexum,,,"Pisidium flexum Herrington, 1954",No,"Pisidium nitidum Jenyns, 1832","Pisidium flexum Herrington, 1954",584658
Pisidium fragillimum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fragillimum,,,"Pisidium fragillimum Sterki, 1906",No,"Pisidium casertanum (Poli, 1791)","Pisidium fragillimum Sterki, 1906",584534
Pisidium fraudulentum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,fraudulentum,,,"Pisidium fraudulentum Sterki, 1912",No,"Pisidium compressum Prime, 1852","Pisidium fraudulentum Sterki, 1912",584597
Pisidium friersoni,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,friersoni,,,"Pisidium friersoni Sterki, 1906",No,"Pisidium casertanum (Poli, 1791)","Pisidium friersoni Sterki, 1906",584535
Pisidium furcatum rhombicum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,furcatum,rhombicum,,"Pisidium furcatum rhombicum Sterki, 1913",No,"Pisidium casertanum (Poli, 1791)","Pisidium furcatum rhombicum Sterki, 1913",584554
Pisidium furcatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,furcatum,,,"Pisidium furcatum Sterki, 1913",No,"Pisidium casertanum (Poli, 1791)","Pisidium furcatum Sterki, 1913",584555
Pisidium glabellum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,glabellum,,,"Pisidium glabellum Sterki, 1913",No,"Pisidium nitidum Jenyns, 1832","Pisidium glabellum Sterki, 1913",584647
Pisidium glaciale,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,glaciale,,,"Pisidium glaciale Westerlund, 1883",No,"Pisidium casertanum (Poli, 1791)","Pisidium glaciale Westerlund, 1883",584518
Pisidium grande,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,grande,,,"Pisidium grande Prime, 1859",No,"Pisidium variabile Prime, 1852","Pisidium grande Prime, 1859",584678
Pisidium griseolum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,griseolum,,,"Pisidium griseolum Sterki, 1922",No,"Pisidium casertanum (Poli, 1791)","Pisidium griseolum Sterki, 1922",584567
Pisidium handwerki,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,handwerki,,,"Pisidium handwerki Sterki, 1899",No,"Pisidium nitidum Jenyns, 1832","Pisidium handwerki Sterki, 1899",584643
Pisidium hannai,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,hannai,,,"Pisidium hannai Sterki, 1916",No,"Pisidium casertanum (Poli, 1791)","Pisidium hannai Sterki, 1916",584560
Pisidium harfordianum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,harfordianum,,,"Pisidium harfordianum Prime, 1869",No,"Pisidium casertanum (Poli, 1791)","Pisidium harfordianum Prime, 1869",584515
Pisidium hendersoni,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,hendersoni,,,"Pisidium hendersoni Sterki, 1923",No,"Pisidium conventus Clessin, 1877","Pisidium hendersoni Sterki, 1923",584610
Pisidium henslowaniana,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,henslowaniana,,,"Pisidium henslowaniana Jenyns, 1832",No,"Pisidium henslowanum (Sheppard, 1825)","Pisidium henslowaniana Jenyns, 1832",584632
Pisidium henslowanum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,henslowanum,,,"Pisidium henslowanum (Sheppard, 1825)",Yes,"Pisidium henslowanum (Sheppard, 1825)","Tellina henslowana Sheppard, 1825",168476
Pisidium hinkleyi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,hinkleyi,,,"Pisidium hinkleyi Sterki, 1916",No,"Pisidium punctatum Sterki, 1895","Pisidium hinkleyi Sterki, 1916",584667
Pisidium idahoense indianense,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,idahoense,indianense,,"Pisidium idahoense indianense Sterki, 1905",No,"Pisidium idahoense Roper, 1890","Pisidium idahoense indianense Sterki, 1905",584633
Pisidium idahoense,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,idahoense,,,"Pisidium idahoense Roper, 1890",Yes,"Pisidium idahoense Roper, 1890","Pisidium idahoense Roper, 1890",156639
Pisidium imbecille,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,imbecille,,,"Pisidium imbecille Sterki, 1900",No,"Pisidium conventus Clessin, 1877","Pisidium imbecille Sterki, 1900",584606
Pisidium inornatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,inornatum,,,"Pisidium inornatum Sterki, 1911",No,"Pisidium punctiferum (Guppy, 1867)","Pisidium inornatum Sterki, 1911",584668
Pisidium insigne,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,insigne,,,"Pisidium insigne Gabb, 1868",Yes,"Pisidium insigne Gabb, 1868","Pisidium insigne Gabb, 1868",156640
Pisidium isabellaneum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,isabellaneum,,,"Pisidium isabellaneum Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium isabellaneum Herrington, 1954",584581
Pisidium kirklandi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,kirklandi,,,"Pisidium kirklandi Sterki, 1899",No,"Pisidium fallax Sterki, 1896","Pisidium kirklandi Sterki, 1899",584620
Pisidium kurtzii,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,kurtzii,,,"Pisidium kurtzii Prime, 1852",No,"Pisidium casertanum (Poli, 1791)","Pisidium kurtzii Prime, 1852",584503
Pisidium latchfordi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,latchfordi,,,"Pisidium latchfordi Sterki, 1916",No,"Pisidium nitidum Jenyns, 1832","Pisidium latchfordi Sterki, 1916",584650
Pisidium lermondi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,lermondi,,,"Pisidium lermondi Sterki, 1913",No,"Pisidium nitidum Jenyns, 1832","Pisidium lermondi Sterki, 1913",584648
Pisidium levissimum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,levissimum,,,"Pisidium levissimum Sterki, 1906",No,"Pisidium casertanum (Poli, 1791)","Pisidium levissimum Sterki, 1906",584536
Pisidium lilljeborgi,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,lilljeborgi,,,"Pisidium (Cyclocalyx) lilljeborgi (Clessin in Esmark & Hoyer, 1886)",No,"Pisidium lilljeborgii Clessin in Esmark & Hoyer, 1886","Pisidium lilljeborgii Clessin in Esmark & Hoyer, 1886",168477
Pisidium lilljeborgi cristatum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,lilljeborgi,cristatum,,"Pisidium lilljeborgi cristatum Sterki, 1928",No,"Pisidium lilljeborgii Clessin in Esmark & Hoyer, 1886","Pisidium lilljeborgi cristatum Sterki, 1928",584637
Pisidium lilljeborgii,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,lilljeborgii,,,"Pisidium lilljeborgii Clessin in Esmark & Hoyer, 1886",Yes,"Pisidium lilljeborgii Clessin in Esmark & Hoyer, 1886","Pisidium lilljeborgii Clessin in Esmark & Hoyer, 1886",584635
Pisidium limnicolum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,limnicolum,,,"Pisidium limnicolum Sterki, 1905",No,"Pisidium compressum Prime, 1852","Pisidium limnicolum Sterki, 1905",584596
Pisidium limpidum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,limpidum,,,"Pisidium limpidum Sterki, 1922",No,"Pisidium nitidum Jenyns, 1832","Pisidium limpidum Sterki, 1922",584655
Pisidium loveni,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,loveni,,,"Pisidium loveni Clessin, 1890",No,"Pisidium casertanum (Poli, 1791)","Pisidium loveni Clessin, 1890",584520
Pisidium lucidum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,lucidum,,,"Pisidium lucidum Sterki, 1923",No,"Pisidium casertanum (Poli, 1791)","Pisidium lucidum Sterki, 1923",584570
Pisidium luteolum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,luteolum,,,"Pisidium luteolum Herrington, 1954",No,"Pisidium nitidum Jenyns, 1832","Pisidium luteolum Herrington, 1954",584659
Pisidium mamillanum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,mamillanum,,,"Pisidium mamillanum Herrington, 1954",No,"Pisidium casertanum (Poli, 1791)","Pisidium mamillanum Herrington, 1954",584582
Pisidium marci,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,marci,,,"Pisidium marci Sterki, 1909",No,"Pisidium subtruncatum Malm, 1855","Pisidium marci Sterki, 1909",584673
Pisidium masci,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,masci,,,"Pisidium masci Ellis, 1962",No,"Pisidium subtruncatum Malm, 1855","Pisidium masci Ellis, 1962",584675
Pisidium medianum clarum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,medianum,clarum,,"Pisidium medianum clarum Sterki, 1916",No,"Pisidium ferrugineum Prime, 1852","Pisidium medianum clarum Sterki, 1916",584627
Pisidium medianum minutum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,medianum,minutum,,"Pisidium medianum minutum Sterki, 1899",No,"Pisidium ferrugineum Prime, 1852","Pisidium medianum minutum Sterki, 1899",584624
Pisidium medianum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,medianum,,,"Pisidium medianum Sterki, 1899",No,"Pisidium ferrugineum Prime, 1852","Pisidium medianum Sterki, 1899",584625
Pisidium mesae,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,mesae,,,"Pisidium mesae Cockerell, 1889",No,"Pisidium nitidum Jenyns, 1832","Pisidium mesae Cockerell, 1889",584640
Pisidium mighelsianum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,mighelsianum,,,"Pisidium mighelsianum Clessin, 1879",No,"Pisidium casertanum (Poli, 1791)","Pisidium mighelsianum Clessin, 1879",584516
Pisidium milium,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,milium,,,"Pisidium milium Held, 1836",Yes,"Pisidium milium Held, 1836","Pisidium milium Held, 1836",156641
Pisidium minusculum,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,minusculum,,,"Pisidium minusculum Sterki, 1906",No,"Pisidium nitidum Jenyns, 1832","Pisidium minusculum Sterki, 1906",584645
Pisidium mirabile,Bivalvia,Heterodonta,Sphaeriidae,Pisidium,mirabile,,,"Pisidium mirabile Clessin, 1879",No,"Pisidium variabile Prime, 1852","Pisidium mirabile Clessin, 1879",584680
