TAXON (original),Phylum,Class,Order,Family,Genus,Genus (original from spreadsheet),Species,Species (original from spreadsheet),Subspecies,Subspecies (original from spreadsheet),Synonyms (old)
Alasmidonta calceola,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta calceola,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,calceola,calceola,,,
Alasmidonta deltoidea,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,deltoidea,deltoidea,,,
Alasmidonta heterodon,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,heterodon,heterodon,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,Anodonta marginata marginata Say
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,,Alasmidonta,[Alasmidonta],marginata,[marginata],,,
Alasmidonta marginata,Mollusca,Bivalvia,,,Alasmidonta,[Alasmidonta],marginata,[marginata],,,
Alasmidonta marginata,Mollusca,Bivalvia,,,Alasmidonta,[Alasmidonta],marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,,Alasmidonta,[Alasmidonta],marginata,marginata,,,
Alasmidonta marginata,Mollusca,Bivalvia,,,Alasmidonta,Alasmidonta,marginata,marginata,,,
Alasmidonta marginata footiana,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,Alasmidonta,marginata,marginata,footiana,footiana,Anodonta marginata Say
Alasmidonta sp.,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,,sp.,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,A. marginata (Say)
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta truncata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,truncata,truncata,,,
Alasmidonta trunctata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,trunctata,trunctata,,,
Alasmidonta trunctata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,trunctata,trunctata,,,
Alasmidonta undulata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,undulata,undulata,,,
Alasmidonta undulata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,undulata,undulata,,,
Alasmidonta undulata,Mollusca,Bivalvia,,Unionidae,Alasmidonta,Alasmidonta,undulata,undulata,,,
Alasmidonta undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Alasmidonta,Alasmidonta,undulata,undulata,,,
Alaus aculatus,unk. invertebrate,,,,Alaus,Alaus,aculatus,aculatus,,,
Alcadia major,Mollusca,Gastropoda,,Helicinidae,Alcadia,Alcadia,major,major,,,
Alexia bermudensis,Mollusca,Gastropoda,,Ellobiidae,Alexia,Alexia,bermudensis,bermudensis,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,Polygyra profunda Say
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,,,
Allogona profunda,Mollusca,Gastropoda,,,Allogona,Allogona,profunda,profunda,,,
Allogona profunda alba,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,alba,alba,Polygyra profunda alba Walker
Allogona profunda alba,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,profunda,profunda,alba,alba,
Allogona townsendiana,Mollusca,Gastropoda,,Polygyridae,Allogona,Allogona,townsendiana,townsendiana,,,Polygyra townsendiana Lea
Amalthea tumens,Mollusca,Gastropoda,,Hipponicidae,Amalthea,Amalthea,tumens,tumens,,,
Amblema perplicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,perplicata,perplicata,,,Quadrula atrocostata / Quadrula perplicata Lea
Amblema perplicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,perplicata,perplicata,,,
Amblema perplicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,perplicata,perplicata,,,
Amblema perplicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,perplicata,perplicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,Plicata undulata / Quadrula boykiniana / Quadrula undulata plicata Lea.
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema plicata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,plicata,plicata,,,
Amblema undata,Mollusca,Bivalvia,,,Amblema,Amblema,undata,undata,,,Quadrula undata Barnes
Amblema undata,Mollusca,Bivalvia,,,Amblema,Amblema,undata,undata,,,
Amblema undata,Mollusca,Bivalvia,,,Amblema,Amblema,undata,undata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,Quadrula heros / Quadrula undulata Say
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata,Mollusca,Bivalvia,Unionoida,Unionidae,Amblema,Amblema,undulata,undulata,,,
Amblema undulata latecostata,Mollusca,Bivalvia,,Unionidae,Amblema,Amblema,undulata,undulata,latecostata,latecostata,Quadrula undulata
Americardia media,Mollusca,Bivalvia,,,Americardia,[Americardia],media,[media],,,
Americardia sp.,Mollusca,Bivalvia,,Cardiidae,Americardia,[Americardia],,,,,
Amiantis callosa,Mollusca,Bivalvia,,Veneridae,Amiantis,Amiantis,callosa,callosa,,,
Amiantis callosa,Mollusca,Bivalvia,,Veneridae,Amiantis,Amiantis,callosa,callosa,,,
Amiantis callosa,Mollusca,Bivalvia,,Veneridae,Amiantis,Amiantis,callosa,callosa,,,
Amiantis callosa,Mollusca,Bivalvia,,Veneridae,Amiantis,Amiantis,callosa,callosa,,,
Amiantis callosa,Mollusca,Bivalvia,,Veneridae,Amiantis,Amiantis,callosa,callosa,,,
Amnicola augustina,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,augustina,augustina,,,
Amnicola calumetensis,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,calumetensis,calumetensis,,,
Amnicola cincinnatiensis,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,cincinnatiensis,cincinnatiensis,,,
Amnicola cincinnatiensis,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,cincinnatiensis,cincinnatiensis,,,
Amnicola cincinnatiensis,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,cincinnatiensis,cincinnatiensis,,,
Amnicola cincinnattensis,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,cincinnattensis,cincinnattensis,,,
Amnicola cinncinnatum,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,cinncinnatum,cinncinnatum,,,
Amnicola decisa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,decisa,decisa,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola emarginata,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,emarginata,emarginata,,,
Amnicola guatemalensis,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,guatemalensis,guatemalensis,,,
Amnicola letsoni,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,letsoni,letsoni,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Hydrobiidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
Amnicola limosa,Mollusca,Gastropoda,,Amnicolidae,Amnicola,Amnicola,limosa,limosa,,,
